141
detection	body_part	cost
1	7	-1.1212
2	7	-0.039293
3	6	-2.808
4	6	-2.1726
5	12	-3.1773
6	14	-3.8343
7	1	-1.0712
8	12	-1.7447
9	13	-2.6589
10	13	-3.975
11	14	-2.2451
12	1	-5.3856
13	8	0.54289
14	8	0.68866
15	12	-0.42439
16	3	-0.22201
17	1	0.32119
18	9	-1.098
19	10	0.87997
20	2	-5.2306
21	3	-4.1694
22	8	-0.38154
23	8	0.057725
24	9	-2.999
25	10	-3.2722
26	11	-3.727
27	3	-0.46212
28	8	0.2234
29	8	0.13712
30	4	0.16198
31	11	0.79561
32	5	-2.8496
33	4	-4.8269
34	4	-0.1601
35	5	-0.12543
36	6	-1.7976
37	6	-2.5827
38	7	0.16249
39	12	-1.4012
40	8	0.75155
41	3	-0.058919
42	6	-0.51137
43	12	-1.7874
44	7	0.23486
45	8	-0.84162
46	1	-5.4468
47	7	-0.071817
48	12	-1.394
49	13	0.20917
50	7	-0.85895
51	14	1.1815
52	8	0.44502
53	3	-3.9686
54	1	-1.1008
55	3	-3.0825
56	7	-0.46192
57	4	0.54241
58	9	-0.68109
59	9	-0.54839
60	6	-1.5743
61	6	-3.1552
62	13	0.32525
63	6	-1.1021
64	13	0.71282
65	7	0.2042
66	14	0.82831
67	14	0.57744
68	7	-0.51226
69	2	-0.194
70	9	-0.99476
71	9	-1.2955
72	6	-1.0769
73	6	-0.23271
74	10	0.51795
75	12	0.027074
76	13	0.77486
77	14	-1.126
78	14	-3.6493
79	2	-5.1722
80	7	-0.16928
81	2	-1.7341
82	2	-1.8663
83	9	-0.96762
84	6	0.044043
85	10	0.82209
86	12	-0.78867
87	7	-1.4213
88	2	-2.9593
89	9	-0.51078
90	2	-0.19876
91	1	-1.0517
92	1	-2.2579
93	1	-1.8952
94	13	1.0395
95	11	1.2611
96	5	1.1466
97	14	1.2347
98	12	-1.055
99	12	-2.4186
100	13	-3.4068
101	13	-2.4857
102	13	-0.43686
103	4	-0.36244
104	4	-3.8591
105	2	-1.1881
106	2	-3.2727
107	2	0.26439
108	1	-4.4637
109	1	-1.5851
110	12	-0.84119
111	5	0.36862
112	4	-1.1011
113	2	-2.4499
114	1	-2.9237
115	5	0.38772
116	5	-0.89417
117	5	-0.446
118	8	-2.0188
119	5	0.25451
120	5	-0.38286
121	5	0.33391
122	5	-0.94091
123	5	-1.1919
124	9	-1.7509
125	10	0.14002
126	8	-1.346
127	3	-0.88462
128	3	-1.7849
129	3	0.27229
130	9	-2.8536
131	3	-2.4228
132	3	-3.6338
133	4	-1.336
134	4	0.2281
135	9	-1.0837
136	10	-3.3995
137	11	-1.7482
138	4	-3.2615
139	10	-0.25345
140	4	1.0787
141	11	-0.63871
detection1	detection2	cost
1	2	-4.8231
3	4	-5.6071
5	8	-4.8231
9	10	-5.6071
6	11	-4.8231
7	12	-4.8231
13	14	-5.6071
5	15	-3.7143
8	15	-4.8231
7	17	-0.67521
12	17	-3.2674
16	21	-3.2674
13	22	-1.5143
