131
detection	body_part	cost
1	11	-1.306
2	11	-1.0049
3	11	-3.7537
4	10	-1.3465
5	11	9.2102
6	3	-3.2985
7	9	-0.83066
8	10	-3.6274
9	10	-2.6054
10	3	-5.3547
11	4	-4.3458
12	9	-3.4655
13	4	-1.1937
14	4	-2.198
15	9	1.0362
16	1	-1.4017
17	11	9.2102
18	1	-4.1315
19	1	-6.506
20	11	9.2102
21	7	1.0374
22	2	-5.674
23	5	-1.135
24	7	-0.63317
25	11	9.2102
26	11	9.2102
27	12	-3.5073
28	13	-0.031051
29	11	9.2102
30	6	-3.692
31	5	-3.8515
32	7	-1.8831
33	7	-1.1055
34	12	-1.5336
35	13	-2.3146
36	14	-1.6135
37	11	9.2102
38	6	0.29377
39	7	0.058628
40	8	-0.20867
41	11	9.2102
42	14	0.07457
43	7	-0.54836
44	8	0.73042
45	8	0.13918
46	8	0.42059
47	8	1.2875
48	11	9.2102
49	2	-0.16696
50	2	-0.23831
51	2	-0.22486
52	2	0.84059
53	2	-0.0027189
54	2	-2.6319
55	11	9.2102
56	2	-1.4698
57	11	9.2102
58	11	0.78217
59	11	0.046448
60	11	-1.9255
61	11	-0.52203
62	3	-0.1178
63	3	0.49141
64	4	0.47627
65	5	-0.5282
66	5	0.40723
67	11	9.2102
68	10	0.733
69	10	-0.78979
70	11	-0.60882
71	11	1.0113
72	3	1.0373
73	3	0.22578
74	3	-0.38136
75	3	-0.25892
76	3	0.78473
77	4	-0.56344
78	5	1.2504
79	10	-1.374
80	3	-0.60051
81	4	0.17564
82	4	-1.8316
83	5	-1.9085
84	5	-1.6052
85	10	0.62282
86	11	9.2102
87	3	0.21842
88	1	-2.7629
89	4	-0.70587
90	4	-1.3183
91	9	-0.89418
92	5	-0.60931
93	9	-0.47485
94	5	-0.67527
95	8	-0.90559
96	8	-3.84
97	8	-1.8815
98	11	9.2102
99	10	1.1039
100	1	-4.8358
101	9	-1.7766
102	8	-3.8294
103	1	-0.20474
104	1	0.7087
105	9	-1.1309
106	8	-1.2163
107	11	9.2102
108	6	-3.3564
109	9	0.28532
110	6	-5.4675
111	7	0.46982
112	7	-1.8059
113	11	9.2102
114	13	-0.65447
115	13	-0.37322
116	7	-4.4028
117	12	0.032351
118	11	9.2102
119	13	-0.018198
120	11	9.2102
121	11	9.2102
122	7	-0.51761
123	11	9.2102
124	13	-2.7889
125	11	9.2102
126	14	-4.2531
127	12	-2.1315
128	12	0.55046
129	14	-2.4052
130	12	-0.81639
131	11	9.2102
detection1	detection2	cost
1	2	-3.2674
1	3	-3.7143
2	3	-3.2674
1	5	3.5372
2	5	0.30445
3	5	0.53071
4	8	-3.2674
4	9	-1.5143
8	9	-5.6071
6	10	-5.6071
7	12	-3.7143
11	13	-4.8231
11	14	-4.8231
13	14	-3.7143
7	15	0.53071
12	15	-1.5143
1	17	48.7787
2	17	44.5794
3	17	47.6208
5	17	40.7586
16	18	-1.5143
16	19	-3.2674
18	19	-5.6071
1	20	49.4432
2	20	45.2289
3	20	48.1706
5	20	41.1652
17	20	-5.6071
21	24	-5.6071
1	25	39.9349
2	25	35.7053
3	25	38.243
5	25	30.8274
17	25	4.4715
20	25	4.0138
1	26	38.2821
2	26	34.0567
3	26	36.5267
5	26	29.0571
17	26	6.2802
20	26	5.8845
25	26	-5.6071
1	29	15.2143
2	29	13.6628
3	29	11.4286
5	29	6.9156
17	29	45.635
20	29	45.5338
25	29	34.1429
26	29	32.25
23	31	-3.7143
21	32	-1.8214
24	32	-3.7143
21	33	-1.5143
24	33	-3.2674
32	33	-5.6071
27	34	-3.7143
28	35	-3.2674
1	37	64.5779
2	37	60.3531
3	37	63.1723
5	37	55.9601
17	37	8.783
20	37	7.7607
25	37	17.7539
26	37	19.6016
29	37	58.9929
30	38	-3.2674
21	39	2.6933
24	39	0.96511
32	39	-2.1462
33	39	-0.67521
1	41	23.3135
2	41	20.9559
3	41	19.6016
5	41	13.3214
17	41	41.1652
20	41	40.7586
25	41	29.2526
26	41	27.4026
29	41	1.9643
37	41	53.101
36	42	-3.2674
21	43	4.0138
24	43	2.1517
32	43	-1.5143
33	43	-0.67521
39	43	-4.8231
40	44	-0.67521
40	45	-2.1462
44	45	-5.6071
40	46	-0.67521
44	46	-4.8231
45	46	-5.6071
40	47	-0.67521
44	47	2.1517
45	47	0.30445
46	47	0.071429
1	48	62.5613
2	48	58.4247
3	48	60.2738
5	48	52.3574
17	48	17.1798
20	48	15.293
25	48	17.1798
26	48	18.2456
29	48	51.2091
37	48	11.4286
41	48	43.4667
22	49	20.8929
22	50	22.0674
49	50	-5.6071
22	51	24.7342
49	51	-3.2674
50	51	-4.8231
22	52	25.9881
49	52	-1.5143
50	52	-3.2674
51	52	-5.6071
22	53	21.3311
49	53	-0.67521
50	53	0.96511
51	53	2.1517
52	53	4.0138
22	54	23.0214
49	54	-3.2674
50	54	-2.1462
51	54	-1.5143
52	54	0.30445
53	54	-3.7143
1	55	60.7742
2	55	56.8014
3	55	58.0978
5	55	50.069
17	55	23.3135
20	55	21.4551
25	55	19.6016
26	55	20.0604
29	55	46.7362
37	55	20.6393
41	55	38.243
48	55	1.9643
22	56	24.6786
49	56	-1.5143
50	56	-0.67521
51	56	-0.67521
52	56	0.96511
53	56	-3.2674
54	56	-5.6071
1	57	46.3384
2	57	43.9217
3	57	42.6161
5	57	36.2
17	57	47.7831
20	57	46.637
25	57	36.6892
26	57	35.3305
29	57	24.2301
37	57	54.388
41	57	15.5276
48	57	38.904
55	57	30.546
1	58	45.8033
2	58	43.6422
3	58	42.0408
5	58	36.0357
17	58	50.8111
20	58	49.7257
25	58	39.5176
26	58	38.086
29	58	23.3135
37	58	57.879
41	58	15.2143
48	58	42.6161
55	58	34.3146
57	58	-3.7143
1	59	45.635
2	59	43.6071
3	59	41.8597
5	59	36.0768
17	59	52.3574
20	59	51.3006
25	59	40.9808
26	59	39.5176
29	59	23.0214
37	59	59.6364
41	59	15.293
48	59	44.4761
55	59	36.2
57	59	-1.8214
58	59	-5.6071
1	60	45.635
2	60	44.1649
3	60	41.8597
5	60	37.0526
17	60	58.723
20	60	57.7693
25	60	47.0983
26	60	45.5338
29	60	23.0214
37	60	66.7328
41	60	17.1071
48	60	51.9369
55	60	43.7472
57	60	5.75
58	60	1.9643
59	60	0.071429
1	61	46.0381
2	61	44.8538
3	61	42.2933
5	61	38.0074
17	61	61.9965
20	61	61.0883
25	61	50.2864
26	61	48.6831
29	61	23.7178
37	61	70.3146
41	61	18.7964
48	61	55.6772
55	61	47.5232
57	61	9.5357
58	61	5.75
59	61	3.8571
60	61	-3.7143
6	62	36.6892
10	62	34.8256
