124
detection	body_part	cost
1	4	-4.8607
2	3	-5.0963
3	5	-2.2074
4	5	-5.3166
5	3	-2.6452
6	5	-3.6419
7	11	0.35965
8	14	-0.17039
9	3	0.87691
10	9	-0.98602
11	14	-1.5271
12	9	-2.2368
13	2	-4.7512
14	1	-6.6653
15	9	1.3652
16	9	-0.8694
17	10	-0.35119
18	10	-1.3523
19	14	-0.40495
20	14	-0.36483
21	1	1.3699
22	12	0.68777
23	14	-0.024513
24	11	9.2102
25	6	-0.10736
26	6	-1.7591
27	4	0.17241
28	4	0.21917
29	4	0.66103
30	5	1.2376
31	10	0.13062
32	10	-4.8547
33	6	-3.3586
34	12	0.28345
35	12	-1.7967
36	10	-2.351
37	10	-2.0336
38	11	-3.3582
39	11	9.2102
40	4	0.28961
41	7	-0.10764
42	4	-0.42933
43	7	-1.1805
44	12	-0.72854
45	12	-1.3382
46	14	-1.8257
47	11	9.2102
48	2	-3.4184
49	1	-0.71405
50	4	-0.74548
51	7	-1.2327
52	4	-0.68135
53	7	-1.4739
54	9	0.1253
55	1	-0.43856
56	1	-2.9405
57	1	-3.1289
58	1	-0.70283
59	3	1.3676
60	9	-0.47345
61	12	0.30123
62	11	9.2102
63	6	0.44574
64	7	-0.18785
65	9	-0.36164
66	12	0.062249
67	13	0.88218
68	13	-2.146
69	11	9.2102
70	11	9.2102
71	6	-1.0833
72	4	0.053986
73	7	-0.016665
74	5	0.98279
75	12	-0.52502
76	13	-1.3782
77	3	-1.0042
78	6	-1.3639
79	5	0.13293
80	12	-0.58083
81	10	1.0486
82	2	0.91535
83	1	-2.5765
84	3	0.055253
85	1	-0.26241
86	3	-0.59223
87	6	0.091412
88	6	0.77618
89	7	-0.6666
90	5	-0.35575
91	5	0.31802
92	10	-1.5362
93	13	0.159
94	13	0.25051
95	2	-3.2479
96	1	-4.4256
97	7	-1.4007
98	7	-1.1176
99	5	-0.43237
100	10	1.0122
101	7	-0.08373
102	10	0.36668
103	11	1.3024
104	14	-1.1581
105	6	-2.4692
106	6	0.49382
107	12	0.23042
108	8	0.23981
109	8	-3.2833
110	8	1.0316
111	14	-0.10292
112	14	-0.61649
113	11	0.084133
114	14	-0.56395
115	7	-0.32244
116	12	0.32742
117	8	0.39164
118	13	1.1804
119	13	-0.84822
120	13	-1.8413
121	14	-1.1023
122	8	-0.078824
123	8	0.52329
124	8	0.39104
detection1	detection2	cost
3	4	-3.7143
2	5	-5.6071
3	6	-3.2674
4	6	-5.6071
2	9	-3.7143
5	9	-5.6071
8	11	-4.8231
10	12	-4.8231
10	15	-2.1462
12	15	-1.5143
10	16	-1.5143
12	16	-3.7143
15	16	-1.5143
17	18	-3.7143
8	19	0.30445
11	19	-0.67521
8	20	0.071429
11	20	-1.5143
19	20	-5.6071
14	21	-3.2674
8	23	1.9643
11	23	0.30445
19	23	-4.8231
20	23	-5.6071
7	24	63.4506
25	26	-5.6071
1	27	11.9882
1	28	11.1425
27	28	-5.6071
1	29	10.4572
27	29	-3.7143
28	29	-5.6071
3	30	9.9513
4	30	12.6213
6	30	11.4286
17	31	-3.2674
18	31	-0.67521
17	32	-2.1462
18	32	-3.7143
31	32	-1.8214
25	33	-3.2674
26	33	-4.8231
22	34	-2.1462
22	35	-3.7143
34	35	-3.7143
17	36	-1.5143
18	36	-1.5143
31	36	-3.2674
32	36	-4.8231
17	37	0.53071
18	37	-1.5143
31	37	0.30445
32	37	-4.8231
36	37	-3.7143
7	38	14.0819
24	38	79.592
7	39	58.6147
24	39	-0.67521
38	39	73.9149
1	40	15.3715
27	40	-3.7143
28	40	-3.2674
29	40	-2.1462
1	42	14.6553
27	42	-3.2674
28	42	-3.7143
29	42	-3.2674
40	42	-5.6071
41	43	-5.6071
22	44	-1.5143
34	44	-4.8231
35	44	-4.8231
22	45	-1.5143
34	45	-1.5143
35	45	-4.8231
44	45	-3.7143
8	46	7.7607
11	46	5.75
19	46	0.96511
20	46	0.30445
23	46	-1.5143
7	47	11.4286
24	47	73.9808
38	47	-1.5143
39	47	68.2143
13	48	4.0138
14	49	4.0138
21	49	0.071429
1	50	16.443
27	50	-1.5143
28	50	-1.8214
29	50	-1.5143
40	50	-4.8231
42	50	-5.6071
41	51	-4.8231
43	51	-5.6071
1	52	15.9133
27	52	-0.67521
28	52	-1.5143
29	52	-1.8214
40	52	-3.2674
42	52	-4.8231
50	52	-5.6071
41	53	-3.2674
43	53	-4.8231
51	53	-5.6071
10	54	9.4302
12	54	6.9156
15	54	8.5614
16	54	3.5372
14	55	5.8845
21	55	1.9643
49	55	-5.6071
14	56	5.75
21	56	2.1517
49	56	-4.8231
55	56	-5.6071
14	57	5.8845
21	57	2.6933
49	57	-3.2674
55	57	-3.7143
56	57	-5.6071
14	58	6.2802
21	58	3.5372
49	58	-1.5143
55	58	-1.8214
56	58	-3.7143
57	58	-5.6071
2	59	13.4073
5	59	11.523
9	59	9.6406
10	60	10.4572
12	60	8.1089
15	60	8.783
16	60	4.4715
54	60	-4.8231
22	61	2.1517
34	61	-1.5143
35	61	-1.5143
44	61	-3.7143
45	61	-2.1462
7	62	12.262
24	62	57.301
38	62	15.9133
39	62	51.3006
47	62	9.9513
25	63	3.5372
26	63	2.6933
33	63	0.30445
41	64	-1.5143
43	64	-1.8214
51	64	-3.7143
53	64	-3.2674
10	65	12.262
12	65	9.9513
15	65	10.3572
16	65	6.2802
54	65	-3.2674
60	65	-5.6071
22	66	4.0138
34	66	0.30445
35	66	0.30445
44	66	-1.8214
45	66	-0.67521
61	66	-5.6071
67	68	-3.7143
7	69	67.9298
24	69	4.0138
38	69	81.9663
39	69	3.2076
47	69	76.1292
62	69	58.8581
7	70	64.3289
24	70	4.0138
38	70	78.2028
39	70	0.96511
47	70	72.3597
62	70	55.0789
69	70	-3.7143
25	71	4.4715
26	71	4.0138
33	71	1.9643
63	71	-4.8231
1	72	23.8324
27	72	4.4715
28	72	5.1977
29	72	6.1496
40	72	0.96511
42	72	1.9643
50	72	0.53071
52	72	1.9643
41	73	0.071429
43	73	0.30445
51	73	-1.5143
53	73	-0.67521
64	73	-4.8231
3	74	20.4477
4	74	22.4287
6	74	20.8929
30	74	4.0138
22	75	5.8845
34	75	2.1517
35	75	2.1517
44	75	0.071429
45	75	0.96511
61	75	-3.7143
66	75	-5.6071
67	76	-1.5143
68	76	-4.8231
2	77	20.0604
5	77	18.2456
9	77	16.443
59	77	3.5372
25	78	6.2802
26	78	5.8845
33	78	3.8571
63	78	-3.2674
71	78	-5.6071
3	79	23.0214
4	79	25.0659
6	79	23.5452
30	79	6.2802
74	79	-4.8231
22	80	7.7607
34	80	4.0138
35	80	4.0138
44	80	1.9643
45	80	2.6933
61	80	-1.8214
66	80	-3.7143
75	80	-5.6071
17	81	14.0819
18	81	16.5921
31	81	9.9513
32	81	14.0819
36	81	11.4286
37	81	14.5743
13	82	13.3214
48	82	2.1517
14	83	13.6628
21	83	9.6406
49	83	2.1517
55	83	0.30445
56	83	0.96511
57	83	1.9643
58	83	3.2076
2	84	22.4287
5	84	20.6393
9	84	18.8644
59	84	6.1496
77	84	-4.8231
14	85	13.4073
21	85	9.5357
49	85	1.9643
55	85	0.071429
56	85	0.30445
57	85	0.96511
58	85	1.9643
83	85	-5.6071
2	86	21.885
5	86	20.0604
9	86	18.2456
59	86	4.6202
77	86	-5.6071
84	86	-5.6071
25	87	8.6726
26	87	8.1089
33	87	5.8845
63	87	-1.8214
71	87	-3.2674
78	87	-4.8231
25	88	9.4302
26	88	8.6726
33	88	6.2802
63	88	-1.5143
71	88	-2.1462
78	88	-3.2674
87	88	-5.6071
41	89	3.8571
43	89	4.0138
51	89	2.1517
53	89	2.6933
64	89	-1.5143
73	89	-3.7143
3	90	24.6786
4	90	26.624
6	90	25.0659
30	90	8.1089
74	90	-3.2674
79	90	-5.6071
3	91	23.08
4	91	24.6786
6	91	23.0214
30	91	7.6429
74	91	-3.2674
79	91	-3.2674
90	91	-3.7143
17	92	12.8867
18	92	14.5743
31	92	8.6726
32	92	11.4286
36	92	8.783
37	92	11.2383
81	92	-1.5143
67	93	-0.67521
68	93	-1.8214
76	93	-3.2674
67	94	0.53071
68	94	-1.5143
76	94	-3.7143
93	94	-5.6071
13	95	15.293
48	95	4.4715
82	95	-4.8231
14	96	15.9133
21	96	11.8034
49	96	4.4715
55	96	2.6933
56	96	3.5372
57	96	4.6202
58	96	5.8845
83	96	-4.8231
85	96	-3.2674
41	97	5.8845
43	97	6.2802
51	97	4.4715
53	97	5.1977
64	97	0.96511
73	97	-1.5143
89	97	-4.8231
41	98	5.75
43	98	5.8845
51	98	4.0138
53	98	4.4715
64	98	0.30445
73	98	-1.8214
89	98	-5.6071
97	98	-5.6071
3	99	26.3605
4	99	28.2144
6	99	26.624
30	99	9.9513
74	99	-1.5143
79	99	-3.7143
90	99	-5.6071
91	99	-3.2674
17	100	17.1798
18	100	19.4026
31	100	12.9744
32	100	16.5921
36	100	13.9152
37	100	16.7404
81	100	-3.7143
92	100	-1.5143
41	101	8.1089
43	101	7.7607
51	101	5.8845
53	101	5.75
64	101	2.1517
73	101	0.96511
89	101	-2.1462
97	101	-1.5143
98	101	-3.2674
17	102	17.1071
18	102	18.7964
31	102	12.8867
32	102	15.6053
36	102	12.9744
37	102	15.293
81	102	-0.67521
92	102	-3.2674
100	102	-3.2674
7	103	23.3135
24	103	59.583
38	103	20.8929
39	103	53.101
47	103	15.293
62	103	3.8571
69	103	59.1812
70	103	55.4215
8	104	23.0214
11	104	20.9559
19	104	15.9133
20	104	15.5276
23	104	13.6628
46	104	7.7607
25	105	13.4073
26	105	13.6628
33	105	12.262
63	105	6.1496
71	105	3.5372
78	105	1.9643
87	105	1.9643
88	105	3.5372
25	106	13.4073
26	106	13.3214
33	106	11.523
63	106	4.4715
71	106	2.1517
78	106	0.30445
87	106	-0.67521
88	106	0.53071
105	106	-3.7143
22	107	16.443
34	107	11.8034
35	107	12.8867
44	107	10.4572
45	107	11.9882
61	107	6.9156
66	107	5.1977
75	107	3.5372
80	107	1.9643
108	109	-1.8214
108	110	1.9643
109	110	-3.7143
8	111	25.5573
11	111	24.2301
19	111	17.7539
20	111	18.2456
23	111	16.443
46	111	11.9882
104	111	4.0138
8	112	25.1758
11	112	23.7178
19	112	17.3966
20	112	17.7539
23	112	15.9133
46	112	11.1425
104	112	2.1517
111	112	-5.6071
7	113	24.7342
24	113	67.3816
38	113	16.7404
39	113	60.9052
47	113	11.9882
62	113	7.7607
69	113	66.9256
70	113	63.1723
103	113	0.30445
8	114	24.7342
11	114	22.7857
19	114	17.3966
20	114	17.1798
23	114	15.293
46	114	9.5357
104	114	-4.8231
111	114	1.9643
112	114	0.071429
41	115	11.8034
43	115	12.262
51	115	10.4572
53	115	11.1425
64	115	6.9156
73	115	4.4715
89	115	0.96511
97	115	-1.5143
98	115	-0.67521
101	115	0.96511
22	116	18.2456
34	116	13.6628
35	116	14.6553
44	116	12.262
45	116	13.6628
61	116	8.6726
66	116	6.9156
75	116	5.1977
80	116	3.5372
107	116	-5.6071
108	117	-5.6071
109	117	-1.5143
110	117	2.1517
67	118	9.9513
68	118	12.6213
76	118	12.9744
93	118	9.4302
94	118	11.1425
67	119	8.783
68	119	11.2383
76	119	11.4286
93	119	7.7607
94	119	9.4302
118	119	-5.6071
67	120	7.7607
68	120	9.9513
76	120	9.9513
93	120	6.1496
94	120	7.7607
118	120	-3.7143
119	120	-5.6071
8	121	27.0414
11	121	25.5573
19	121	19.269
20	121	19.6016
23	121	17.7539
46	121	12.8867
104	121	2.6933
111	121	-4.8231
112	121	-5.6071
114	121	0.30445
108	122	-3.2674
109	122	0.96511
110	122	4.4715
117	122	-4.8231
108	123	-3.7143
109	123	-0.67521
110	123	2.6933
117	123	-5.6071
122	123	-5.6071
108	124	-1.8214
109	124	0.53071
110	124	3.5372
117	124	-3.7143
122	124	-4.8231
123	124	-5.6071
1	2	-2.3583
1	3	-2.216
1	4	-2.522
1	5	-1.9863
1	6	-2.3327
1	9	-1.6524
1	14	-2.1144
2	14	-2.4816
3	14	-2.1337
4	14	-2.1043
5	14	-2.1123
6	14	-2.0838
7	14	-1.1878
8	14	-1.1746
9	14	-1.9099
10	14	-1.8576
11	14	-1.1727
12	14	-1.7579
13	14	-2.4812
14	15	-1.7188
14	16	-1.5373
7	17	0.0044451
10	17	-1.8107
12	17	-2.1297
14	17	-1.5915
15	17	-1.8063
16	17	-1.4105
7	18	-0.34249
10	18	-1.9886
12	18	-2.1439
14	18	-1.6139
15	18	-1.8662
16	18	-1.5149
14	19	-1.3964
14	20	-1.455
1	21	-1.8933
2	21	-2.23
3	21	-1.7632
4	21	-1.6469
5	21	-2.2388
6	21	-1.7533
7	21	-1.4524
8	21	-0.95133
9	21	-1.98
10	21	-1.6612
11	21	-1.1093
12	21	-1.8746
13	21	-1.5211
15	21	-1.2395
16	21	-1.6699
17	21	-1.8311
18	21	-1.6904
19	21	-1.2411
20	21	-1.1663
14	22	-1.977
21	22	-1.3885
14	23	-1.4467
21	23	-1.3235
14	24	8.5277
17	24	9.0603
18	24	9.2854
21	24	9.1146
14	25	-2.2176
21	25	-0.88903
14	26	-2.4528
21	26	-0.92208
2	27	2.3242
3	27	0.7592
4	27	0.62396
5	27	2.2018
6	27	0.58834
9	27	2.0096
14	27	1.7144
21	27	0.71202
2	28	1.9297
3	28	0.82929
4	28	0.66765
5	28	1.7837
6	28	0.6218
9	28	1.5737
14	28	1.5054
21	28	0.57391
2	29	1.6477
3	29	1.0823
4	29	0.88658
5	29	1.4883
6	29	0.82825
9	29	1.2743
14	29	1.2688
21	29	0.392
1	30	1.6905
14	30	0.59016
21	30	-0.19074
27	30	-1.2972
28	30	-1.2995
29	30	-1.1157
7	31	-0.30826
10	31	-1.5559
12	31	-2.0456
14	31	-1.2874
15	31	-1.5805
16	31	-1.4489
21	31	-1.6846
24	31	8.8238
7	32	-0.75241
10	32	-2.1291
12	32	-1.7744
14	32	-1.5175
15	32	-1.6324
16	32	-1.2676
21	32	-1.4291
24	32	8.9741
14	33	-2.4231
21	33	-1.4941
14	34	-1.6007
21	34	-1.7299
14	35	-1.9643
21	35	-1.6957
7	36	-0.92978
10	36	-1.9595
12	36	-1.9176
14	36	-1.279
15	36	-1.8131
16	36	-1.3998
21	36	-1.5443
24	36	8.478
7	37	-0.80505
10	37	-2.1816
12	37	-1.811
14	37	-1.3081
15	37	-1.7134
16	37	-1.3096
21	37	-1.4355
24	37	8.7255
14	38	-1.2702
17	38	-1.5457
18	38	-1.4013
21	38	-1.3398
31	38	-1.8194
32	38	-2.085
36	38	-1.5738
37	38	-1.6905
14	39	6.9919
17	39	8.6817
18	39	8.9169
21	39	6.9408
31	39	8.7803
32	39	8.9172
36	39	8.4021
37	39	8.6462
2	40	2.6902
3	40	1.5333
4	40	1.3712
5	40	2.6263
6	40	1.3409
9	40	2.5179
14	40	2.3286
21	40	1.389
30	40	0.14874
