95
detection	body_part	cost
1	5	-3.4893
2	5	-0.37587
3	11	9.2102
4	5	-1.5768
5	4	-4.843
6	11	9.2102
7	3	-4.8379
8	11	9.2102
9	9	0.26171
10	9	-0.56873
11	9	0.87183
12	11	9.2102
13	3	-4.4374
14	11	9.2102
15	11	9.2102
16	3	-1.3797
17	9	-2.5265
18	11	9.2102
19	11	9.2102
20	11	9.2102
21	11	9.2102
22	10	-3.2517
23	11	9.2102
24	11	9.2102
25	11	9.2102
26	11	9.2102
27	11	9.2102
28	11	9.2102
29	1	-7.1826
30	11	9.2102
31	11	9.2102
32	13	1.0749
33	11	9.2102
34	11	9.2102
35	2	-6.5393
36	12	0.8287
37	11	9.2102
38	13	-2.448
39	11	9.2102
40	11	9.2102
41	12	-3.1734
42	11	9.2102
43	11	9.2102
44	6	-2.2659
45	6	-1.2699
46	12	-0.34811
47	11	9.2102
48	6	-1.649
49	11	9.2102
50	6	-4.7075
51	7	-0.079429
52	7	-4.2674
53	8	-5.1978
54	8	-5.0515
55	11	9.2102
56	8	-1.0613
57	4	-5.4815
58	3	-1.7986
59	3	-5.1348
60	11	9.2102
61	11	9.2102
62	9	0.14169
63	3	-0.47586
64	5	-1.9682
65	9	0.52172
66	11	9.2102
67	11	9.2102
68	10	-0.11956
69	5	-5.4168
70	9	-2.0986
71	10	-1.9664
72	11	9.2102
73	9	0.40685
74	11	9.2102
75	2	-6.3936
76	1	-6.5834
77	11	9.2102
78	13	1.0593
79	11	9.2102
80	11	9.2102
81	12	-0.4147
82	11	9.2102
83	13	-2.1976
84	8	-1.3044
85	12	-2.1344
86	12	-1.0877
87	11	9.2102
88	13	-1.5034
89	8	-5.6261
90	6	-2.2299
91	11	9.2102
92	11	9.2102
93	6	-5.1409
94	7	-5.7202
95	7	-2.5455
detection1	detection2	cost
1	2	-3.7143
1	4	-5.6071
2	4	-3.2674
3	6	6.9156
3	8	1.9643
6	8	0.30445
9	10	-5.6071
9	11	-1.8214
10	11	-3.7143
3	12	25.5573
6	12	37.968
8	12	30.3571
7	13	-5.6071
3	14	10.3572
6	14	21.1441
8	14	13.4073
12	14	9.6406
3	15	11.9882
6	15	23.0214
8	15	15.293
12	15	7.7607
14	15	-5.6071
7	16	-3.2674
13	16	-4.8231
9	17	-3.2674
10	17	-3.7143
11	17	-2.1462
3	18	9.9513
6	18	19.6016
8	18	11.8034
12	18	11.8034
14	18	-4.8231
15	18	-3.2674
3	19	17.8953
6	19	28.9098
8	19	21.1441
12	19	2.6933
14	19	0.30445
15	19	-1.5143
18	19	1.9643
3	20	22.1279
6	20	7.7607
8	20	14.0819
12	20	51.4527
14	20	34.3146
15	20	36.2
18	20	32.295
19	20	41.7507
3	21	20.4477
6	21	31.1069
8	21	23.3135
12	21	1.9643
14	21	2.6933
15	21	0.96511
18	21	4.0138
19	21	-4.8231
20	21	43.6071
3	23	29.785
6	23	15.3715
8	23	21.885
12	23	59.1812
14	23	42.0408
15	23	43.9217
