148
detection	body_part	cost
1	9	-1.4523
2	10	0.40631
3	1	-1.4202
4	1	-3.9927
5	2	-2.6554
6	1	-1.8505
7	12	-2.2239
8	13	0.22168
9	13	0.74572
10	6	-2.8789
11	6	-1.5874
12	4	-0.38251
13	7	-0.1979
14	3	-1.9408
15	7	-1.3857
16	8	-3.7301
17	3	-1.6141
18	7	-0.23476
19	8	-0.48871
20	10	-1.4219
21	11	9.2102
22	5	-0.95102
23	5	-1.7096
24	9	-1.1151
25	2	-1.7466
26	5	-1.3892
27	5	-1.8848
28	5	-0.95924
29	9	-0.36931
30	1	-2.5571
31	1	-1.5369
32	2	0.40201
33	12	-0.98361
34	13	-2.5068
35	4	-0.49832
36	12	-2.1363
37	4	-0.69615
38	10	0.83966
39	3	-2.0736
40	3	-2.6462
41	9	-0.20439
42	10	-1.1552
43	3	-2.641
44	3	-3.6899
45	9	-2.561
46	1	-1.861
47	2	-1.9767
48	1	-4.3209
49	2	-2.8385
50	12	-2.2865
51	12	0.081359
52	13	0.074284
53	13	-0.28705
54	6	-0.78478
55	12	0.037568
56	2	-0.54266
57	2	-0.25967
58	7	-2.1856
59	7	-0.63778
60	8	-0.37341
61	8	-3.9974
62	6	-3.0632
63	6	-2.2156
64	7	-0.68851
65	11	9.2102
66	6	-2.3006
67	7	-0.25605
68	8	-1.1179
69	8	-1.2722
70	7	-0.31737
71	8	-1.9262
72	4	-0.29463
73	4	-0.62029
74	4	-0.07829
75	4	-1.1998
76	5	-0.32858
77	10	1.0295
78	11	-0.053542
79	4	-0.88341
80	5	-2.8426
81	11	9.2102
82	3	-3.0431
83	3	-4.0866
84	3	-3.0308
85	9	-2.1944
86	10	0.10659
87	10	-1.1165
88	3	-1.1959
89	10	-0.36757
90	9	0.33623
91	11	9.2102
92	2	-3.9724
93	1	-5.9431
94	11	9.2102
95	13	0.90642
96	12	-1.3565
97	6	-2.3614
98	6	-3.5764
99	12	0.16523
100	12	-0.85178
101	8	-0.51508
102	11	9.2102
103	6	-2.833
104	13	0.53227
105	13	-0.63279
106	13	0.40582
107	7	-2.241
108	7	-1.4811
109	12	0.61849
110	8	-3.1105
111	7	-0.61847
112	5	-0.68393
113	10	1.1696
114	13	1.1631
115	2	-2.4925
116	1	-2.3453
117	1	-1.2548
118	4	-0.93736
119	5	-0.99228
120	8	-0.11074
121	5	-0.62886
122	8	-0.88283
123	13	1.0321
124	13	1.2685
125	6	-0.62702
126	4	-1.6868
127	4	-2.4529
128	9	0.38399
129	5	-1.1581
130	10	0.19648
131	11	1.3748
