95
detection	body_part	cost
1	2	1.2926
2	11	9.2102
3	11	9.2102
4	6	-0.055766
5	6	1.115
6	11	9.2102
7	11	9.2102
8	11	9.2102
9	11	9.2102
10	11	9.2102
11	11	9.2102
12	11	9.2102
13	11	9.2102
14	11	9.2102
15	11	9.2102
16	11	9.2102
17	11	9.2102
18	11	9.2102
19	11	9.2102
20	11	0.073764
21	11	9.2102
22	2	-0.56666
23	11	9.2102
24	10	0.27642
25	11	-1.1493
26	11	9.2102
27	12	0.17876
28	11	9.2102
29	1	0.77433
30	11	9.2102
31	11	9.2102
32	11	9.2102
33	13	-0.98323
34	11	9.2102
35	11	9.2102
36	11	9.2102
37	9	0.3678
38	11	9.2102
39	13	0.3691
40	13	-0.63435
41	9	-0.79692
42	11	9.2102
43	11	9.2102
44	14	-1.5864
45	3	-1.9569
46	3	-0.74295
47	14	-2.3873
48	3	-1.3064
49	11	9.2102
50	4	-2.6686
51	5	-0.74702
52	5	-2.0666
53	4	-1.4748
54	5	0.04584
55	2	-4.521
56	3	-1.217
57	5	-2.0044
58	10	0.16268
59	3	-3.4316
60	4	-1.2856
61	9	1.3225
62	10	-3.4288
63	4	-3.1949
64	11	9.2102
65	3	0.78369
66	4	-1.343
67	4	-1.9452
68	4	-0.90518
69	9	-0.60628
70	5	0.32862
71	9	-2.4959
72	11	9.2102
73	10	-0.44332
74	13	-1.2573
75	11	-2.5592
76	11	-4.1888
77	1	-5.4865
78	1	-1.0099
79	11	9.2102
80	13	-4.513
81	11	9.2102
82	1	0.098618
83	12	-2.1573
84	8	-0.5619
85	6	-4.7563
86	11	9.2102
87	11	9.2102
88	11	9.2102
89	8	-0.2444
90	8	-3.6119
91	14	0.56825
92	7	-5.1004
93	11	9.2102
94	11	9.2102
95	14	-5.5097
detection1	detection2	cost
2	3	-3.7143
4	5	-3.7143
2	6	7.6429
3	6	3.8571
2	7	11.4286
3	7	7.6429
6	7	-3.7143
2	8	13.3214
3	8	9.5357
6	8	-1.8214
7	8	-5.6071
2	9	15.2143
3	9	11.4286
6	9	0.071429
7	9	-3.7143
8	9	-5.6071
2	10	20.8929
3	10	17.1071
