143
detection	body_part	cost
1	10	-2.8159
2	10	-1.0646
3	11	-4.3328
4	4	-5.1673
5	9	-1.2607
6	9	-2.2895
7	14	-2.2511
8	14	-3.7904
9	3	-4.7774
10	3	-0.91757
11	9	0.75359
12	14	1.0408
13	8	-1.109
14	8	-1.1971
15	5	-0.12386
16	8	-0.50438
17	12	-1.9105
18	12	-1.659
19	12	-0.39771
20	13	0.26787
21	13	-2.7318
22	12	-0.82611
23	13	-0.99796
24	1	-5.7555
25	5	-4.1623
26	12	-0.054198
27	5	-0.25816
28	5	-0.41519
29	5	-1.7555
30	2	-5.0016
31	7	-1.0442
32	7	-1.576
33	7	-0.25867
34	4	0.95003
35	5	-0.83688
36	10	0.74078
37	10	0.010421
38	6	-1.1862
39	6	-4.5266
40	4	-2.5257
41	4	-2.5356
42	10	-1.2682
43	10	-4.8369
44	4	-2.2346
45	4	-3.3424
46	4	-3.1232
47	4	0.53549
48	10	0.30362
49	3	1.0713
50	11	9.2102
51	11	9.2102
52	3	-4.8542
53	11	-1.1891
54	11	-4.1547
55	2	-4.6243
56	11	9.2102
57	11	-1.4184
58	9	0.80588
59	1	-6.2223
60	9	-2.3774
61	9	-0.39375
62	14	1.2825
63	14	-1.3612
64	14	-2.4705
65	14	-1.1949
66	12	-1.9487
67	6	-4.9805
68	12	-0.67235
69	13	0.080308
70	13	0.75811
71	6	-2.4129
72	13	-0.36154
73	11	-0.20822
74	8	-1.1959
75	13	0.59833
76	13	0.89974
77	11	-1.3037
78	7	-2.7645
79	8	-3.1297
80	11	-0.58919
81	7	-4.1151
82	8	-0.091929
83	7	-2.6436
84	5	-0.34247
85	10	-0.5092
86	10	-1.5891
87	10	-0.13513
88	5	-4.082
89	4	-4.2442
90	9	-0.91858
91	9	-2.2087
92	14	0.68258
93	3	-4.961
94	14	-1.8349
95	3	-4.7973
96	14	-0.79036
97	11	9.2102
98	1	0.043502
99	12	-0.27194
100	12	-2.3805
101	13	-3.552
102	1	-6.1022
103	2	-5.8997
104	13	-0.68464
105	11	9.2102
106	6	-0.33994
107	6	-1.2712
108	8	-2.908
109	6	-3.5383
110	6	-4.779
111	8	-3.5931
112	7	-4.6942
113	8	-1.7047
114	11	9.2102
115	5	-0.8388
116	10	0.48937
117	11	9.2102
118	11	1.2912
119	11	0.99738
120	5	-3.0865
121	4	0.28428
122	4	-2.7673
123	4	-0.8127
124	9	-0.46215
125	9	0.53248
126	8	-2.3371
127	8	0.46798
128	12	-0.31664
129	3	-2.9724
130	12	-0.6523
131	11	9.2102
132	7	0.17387
133	2	-1.3912
134	1	-3.9055
135	1	-1.5387
136	7	-1.6175
137	7	-2.9496
138	11	9.2102
139	11	9.2102
140	11	9.2102
141	6	-0.89657
142	11	9.2102
143	6	-1.7878
detection1	detection2	cost
1	2	-4.8231
5	6	-5.6071
7	8	-5.6071
9	10	-3.2674
5	11	-2.1462
6	11	-3.2674
7	12	-2.1462
8	12	-3.2674
13	14	-5.6071
13	16	-5.6071
14	16	-4.8231
17	18	-5.6071
17	19	-3.7143
18	19	-5.6071
20	21	-3.7143
17	22	-4.8231
18	22	-5.6071
19	22	-4.8231
20	23	-1.5143
21	23	-4.8231
15	25	-2.1462
17	26	-3.7143
18	26	-3.2674
19	26	-2.1462
22	26	-4.8231
15	27	-2.1462
25	27	0.071429
15	28	-0.67521
25	28	0.30445
