128
detection	body_part	cost
1	4	0.72019
2	4	0.34534
3	4	0.81445
4	11	9.2102
5	3	0.23281
6	3	0.096215
7	9	1.1361
8	3	0.061642
9	3	1.1459
10	6	0.77299
11	6	1.0496
12	9	0.90021
13	9	0.86243
14	3	0.43003
15	3	1.0469
16	11	9.2102
17	6	0.90324
18	7	1.3057
19	1	0.21099
20	7	1.1115
21	1	0.03269
22	1	-0.91098
23	6	0.9903
24	6	0.56926
25	6	0.74139
26	6	0.39121
27	6	0.59278
28	6	0.98098
29	11	9.2102
30	1	-1.4802
31	7	1.3499
32	12	1.3724
33	1	-1.1144
34	1	-1.8618
35	1	-0.58709
36	11	9.2102
37	10	1.2381
38	1	0.066911
39	1	-0.83259
40	4	0.85872
41	11	9.2102
42	10	0.66541
43	11	9.2102
44	11	9.2102
45	11	9.2102
46	2	-0.32304
47	2	-1.2667
48	2	-0.58365
49	2	-0.02417
50	2	-0.80207
51	2	-0.34196
52	2	-1.3276
53	2	-0.10104
54	11	9.2102
55	11	9.2102
56	2	-0.30509
57	5	-3.3375
58	5	-0.96136
59	11	9.2102
60	11	0.78584
61	4	-3.5331
62	5	-1.4636
63	4	0.39444
64	3	-4.156
65	9	-1.5761
66	10	-0.54493
67	10	-2.446
68	4	0.8401
69	9	-2.5932
70	10	-2.2451
71	11	0.018082
72	11	-1.0135
73	2	-3.9559
74	1	-3.9536
75	9	-0.6945
76	12	-1.4784
77	11	9.2102
78	6	-3.2805
79	12	-2.5625
80	12	-1.7939
81	13	-1.1019
82	13	-2.056
83	14	-1.5969
84	7	-1.22
85	4	-0.835
86	7	-1.5647
87	12	-0.43995
88	5	-1.275
89	8	0.39102
90	13	-0.67436
91	13	0.60683
92	14	-0.37742
93	14	-1.1644
94	4	-2.3568
95	7	-0.52315
96	5	-2.1759
97	5	-2.7584
98	5	0.86891
99	11	9.2102
100	3	-4.2641
101	4	0.72171
102	4	-3.1571
103	5	-1.3796
104	9	-0.46012
105	5	-1.2731
106	11	9.2102
107	10	-1.9743
108	10	-1.1034
109	11	-0.83833
110	2	-5.6314
111	1	-5.0697
112	9	-3.0341
113	10	-3.1537
114	11	-3.7008
115	12	-0.21617
116	12	0.3941
117	10	0.75961
118	12	-3.5913
119	6	-4.6584
120	7	-2.3671
121	13	-4.6205
122	7	0.81913
123	7	-3.9763
124	13	-0.93815
125	14	-3.487
126	7	-0.80209
127	8	-1.9434
128	8	-2.7085
detection1	detection2	cost
1	2	-5.6071
1	3	0.30445
2	3	-1.5143
5	6	-5.6071
5	8	-5.6071
6	8	-4.8231
5	9	-1.5143
6	9	-3.2674
8	9	-1.8214
10	11	-5.6071
7	12	-4.8231
7	13	-5.6071
12	13	-5.6071
5	14	-3.7143
6	14	-3.2674
8	14	-5.6071
9	14	-1.5143
5	15	-2.1462
6	15	-3.2674
8	15	-3.2674
9	15	-4.8231
14	15	-3.7143
4	16	75.9791
10	17	-4.8231
11	17	-5.6071
18	20	-5.6071
19	21	-3.2674
19	22	-4.8231
21	22	-5.6071
10	23	1.9643
11	23	3.2076
17	23	1.9643
10	24	0.96511
11	24	1.9643
17	24	0.53071
23	24	-5.6071
10	25	0.30445
11	25	0.96511
17	25	-0.67521
23	25	-3.7143
24	25	-5.6071
10	26	0.071429
11	26	0.30445
17	26	-1.5143
23	26	-1.8214
24	26	-3.7143
25	26	-5.6071
10	27	0.30445
11	27	0.071429
17	27	-1.8214
23	27	0.071429
24	27	-1.8214
25	27	-3.7143
26	27	-5.6071
10	28	0.96511
11	28	0.30445
17	28	-1.5143
23	28	1.9643
