130
detection	body_part	cost
1	6	-2.9587
2	6	-1.6053
3	7	-0.61295
4	12	0.54135
5	12	-1.672
6	12	0.77632
7	13	-2.1115
8	1	-0.42212
9	12	0.75221
10	11	9.2102
11	1	-4.4099
12	1	-1.5752
13	8	0.81238
14	1	-2.713
15	3	1.3035
16	8	0.27844
17	9	-1.9731
18	2	-3.6502
19	5	0.49345
20	9	-2.6713
21	11	9.2102
22	10	-1.7001
23	10	-1.9412
24	3	0.99576
25	3	-3.5496
26	5	0.43845
27	9	0.015347
28	10	-0.49055
29	3	-0.45487
30	3	-1.0646
31	10	0.83141
32	5	-0.27543
33	4	-2.5769
34	11	9.2102
35	4	-0.86471
36	7	0.59527
37	7	-0.095172
38	6	-1.0552
39	7	-3.1923
40	8	-0.16707
41	6	0.69466
42	6	-1.1126
43	7	0.068876
44	7	-2.9198
45	8	-2.4834
46	6	-4.0791
47	7	-0.018456
48	8	-0.15299
49	11	9.2102
50	6	-0.61861
51	11	9.2102
52	1	-0.00044608
53	12	-1.2483
54	12	0.46538
55	2	1.1519
56	11	9.2102
57	11	9.2102
58	1	-0.25318
59	1	-0.7922
60	12	0.52858
61	12	0.45046
62	2	-0.54684
63	11	9.2102
64	1	1.1106
65	1	-2.6047
66	1	-2.3367
67	11	9.2102
68	7	-0.39285
69	11	9.2102
70	11	9.2102
71	2	-1.6886
72	2	-1.5466
73	7	-1.5098
74	9	1.1521
75	11	9.2102
76	11	9.2102
77	2	-0.53723
78	11	9.2102
79	3	0.67876
80	7	-0.66505
81	7	-1.0591
82	7	-0.44818
83	11	9.2102
84	12	0.99711
85	6	0.57778
86	3	1.1828
87	11	9.2102
88	6	0.3953
89	6	0.30478
90	11	9.2102
91	12	-1.1356
92	12	-1.1566
93	11	9.2102
94	6	0.91533
95	8	1.3587
96	11	9.2102
97	12	0.085297
98	11	9.2102
99	11	9.2102
100	9	0.95202
101	1	-5.7268
102	9	-0.19878
103	2	-4.1344
104	9	0.91843
105	11	9.2102
106	11	9.2102
107	11	9.2102
108	5	1.3728
109	9	-1.4919
110	9	0.36429
111	2	0.79767
112	3	-0.5478
113	3	-1.9819
114	9	-0.55159
115	11	9.2102
116	11	9.2102
117	3	-3.3155
118	5	0.54578
119	11	9.2102
120	5	0.38628
121	4	0.66369
122	3	-1.1019
123	5	0.17498
124	4	-0.69814
125	4	-3.7897
126	5	-1.9021
127	4	-1.4704
128	4	0.52188
129	5	-0.15866
130	11	9.2102
detection1	detection2	cost
1	2	-5.6071
4	5	-3.7143
4	6	-5.6071
5	6	-3.2674
4	9	-0.67521
5	9	-3.2674
6	9	-1.5143
8	11	-4.8231
8	12	-5.6071
11	12	-5.6071
8	14	-3.2674
11	14	-5.6071
