135
detection	body_part	cost
1	6	-2.4864
2	7	-3.8396
3	6	-2.7927
4	8	-3.1618
5	2	1.0873
6	7	0.025857
7	6	0.45781
8	8	-0.6857
9	8	0.29308
10	2	-3.4219
11	12	-0.38424
12	13	-0.96734
13	1	-3.1602
14	12	0.35422
15	12	-0.97828
16	13	-2.2249
17	13	-2.8394
18	2	0.097265
19	1	-0.41799
20	1	-3.715
21	12	-1.6095
22	13	-0.3591
23	13	-1.3423
24	14	-3.4335
25	14	0.78778
26	1	-1.6194
27	12	-0.35647
28	12	-1.0407
29	13	-0.98791
30	3	-2.3963
31	3	-2.9378
32	3	-0.81803
33	5	1.2056
34	10	-0.2741
35	10	-2.8203
36	10	0.47699
37	10	-2.2324
38	10	-3.6401
39	7	0.77697
40	3	0.67333
41	9	-1.1442
42	9	-1.999
43	9	-1.9322
44	5	1.1293
45	10	-1.5571
46	11	-2.5736
47	7	-1.2338
48	7	-0.1976
49	3	0.84728
50	9	-0.89186
51	9	-1.7748
52	10	0.50853
53	7	-3.4552
54	7	-0.73111
55	9	-0.53915
56	9	-0.81472
57	7	-1.0182
58	6	1.1293
59	6	0.42396
60	7	1.1303
61	7	0.47296
62	8	0.50341
63	4	0.28995
64	5	0.72177
65	5	0.56249
66	11	9.2102
67	11	9.2102
68	6	-0.72253
69	6	-1.6827
70	8	0.53773
71	8	0.85984
72	4	0.59619
73	4	0.12879
74	11	9.2102
75	5	0.87764
76	13	0.26788
77	13	-0.31835
78	8	0.21993
79	13	0.10194
80	2	-3.2613
81	2	-2.6166
82	6	-3.1301
83	11	9.2102
84	13	-0.71147
85	11	9.2102
86	11	9.2102
87	14	0.52463
88	14	-0.62121
89	13	-0.86093
90	13	0.12351
91	11	9.2102
92	11	9.2102
93	14	-1.6656
94	1	-0.82204
95	1	-3.0817
96	1	0.042479
97	11	9.2102
98	12	-0.22504
99	12	-0.69482
100	12	-0.29577
101	13	0.32983
102	14	-0.81186
103	1	-2.6671
104	12	-0.48418
105	4	0.78925
106	4	0.87416
107	12	-1.7699
108	11	9.2102
109	11	-0.8921
110	3	-1.0248
111	3	-1.3303
112	12	-1.3674
113	10	-2.4705
114	11	9.2102
115	11	-2.59
116	11	-2.0298
117	3	-1.4827
118	3	-2.2679
119	4	0.31538
120	4	-0.15527
121	4	-0.034721
122	10	-3.4024
123	10	1.3525
124	3	-0.7724
125	10	0.40633
126	10	-0.017813
127	4	0.47518
128	9	-1.5365
129	11	9.2102
130	11	9.2102
131	4	0.24486
132	4	0.46929
133	9	-2.2468
134	9	-1.2611
135	9	-1.0233
detection1	detection2	cost
1	3	-4.8231
2	6	-3.7143
1	7	-1.5143
3	7	-3.7143
4	8	-3.7143
4	9	-2.1462
8	9	-3.7143
5	10	-2.1462
11	14	-3.2674
11	15	-4.8231
14	15	-5.6071
12	16	-3.2674
12	17	-4.8231
16	17	-5.6071
5	18	0.96511
10	18	-3.7143
13	19	-3.2674
13	20	-5.6071
19	20	-3.7143
11	21	-3.7143
14	21	-3.2674
15	21	-4.8231
12	22	0.96511
16	22	-3.2674
17	22	-1.5143
12	23	-0.67521
16	23	-4.8231
17	23	-3.2674
22	23	-5.6071
24	25	-1.8214
13	26	-3.7143
19	26	-3.2674
20	26	-5.6071
11	27	-0.67521
14	27	-3.7143
15	27	-3.2674
