154
detection	body_part	cost
1	7	-1.4904
2	7	-0.58972
3	8	-0.63152
4	8	-0.26999
5	6	-1.3061
6	14	-0.50213
7	2	-1.9635
8	1	-2.8207
9	3	-0.062343
10	6	-0.11926
11	1	-2.5112
12	12	-0.53742
13	14	0.012122
14	1	-2.0963
15	4	-0.32825
16	9	-1.3974
17	10	-2.0656
18	4	-0.24865
19	9	-0.56992
20	11	-0.56183
21	11	0.20405
22	9	-1.7194
23	9	-1.5612
24	11	-0.79546
25	11	-3.9778
26	12	0.17488
27	14	0.30133
28	12	-1.2315
29	14	0.057298
30	12	-0.002744
31	10	-4.4169
32	14	0.27012
33	10	-2.9038
34	4	-0.54649
35	13	-2.3573
36	13	-1.5213
37	14	0.21752
38	4	-0.89293
39	4	-5.0388
40	4	0.31886
41	4	-0.75763
42	3	-0.078623
43	3	-3.9627
44	5	-2.9058
45	5	-0.86623
46	5	-3.0112
47	1	-3.4078
48	1	-2.5897
49	7	-4.0593
50	5	-0.95516
51	5	-0.17842
52	7	-3.5409
53	8	-0.43625
54	6	-1.6657
55	8	-1.3797
56	2	-0.77946
57	2	-1.3799
58	2	-2.2684
59	2	-2.6996
60	2	-1.1926
61	10	-2.1575
62	10	-3.2923
63	3	-3.4305
64	4	-4.2704
65	10	-1.8526
66	5	-0.14742
67	10	-2.0919
68	3	-3.2639
69	3	-4.3867
70	4	-1.1106
71	5	-2.0291
72	5	-2.4718
73	5	-0.52887
74	3	-2.5857
75	9	-0.84815
76	8	-2.9627
77	9	-1.1827
78	8	-4.6593
79	8	-3.0824
80	9	0.43128
81	9	-0.66781
82	8	-1.3
83	9	-0.89235
84	8	-2.57
85	8	-0.94043
86	11	-0.52137
87	11	-1.5905
88	2	0.33515
89	1	-6.5413
90	8	-1.6396
91	2	-4.3458
92	14	-0.10018
93	2	0.38756
94	12	-1.8651
95	13	-0.81853
96	12	-0.54399
97	13	-3.1864
98	13	-3.6543
99	13	-1.8541
100	14	0.35763
101	14	0.13912
102	7	-4.5313
103	12	-0.37359
104	13	-2.6263
105	6	-4.8251
106	13	-0.86362
107	7	-1.5966
108	2	-1.8689
109	7	-2.1747
110	7	-2.3186
111	7	-1.5254
112	5	0.14401
113	1	-1.5444
114	1	-2.7819
115	6	-0.037155
116	13	-1.485
117	2	-3.9944
118	6	-0.83237
119	7	-1.0365
120	13	-4.0913
121	3	-0.1225
122	6	-3.0181
123	1	-2.5037
124	7	-1.5634
