116
detection	body_part	cost
1	11	0.043451
2	14	-1.0245
3	11	-0.82109
4	14	-0.19231
5	14	1.0061
6	11	9.2102
7	11	1.0022
8	13	-0.46348
9	10	0.20539
10	13	-2.0257
11	10	0.1882
12	13	-1.7997
13	11	9.2102
14	11	9.2102
15	7	0.6851
16	7	-0.59011
17	7	-3.8469
18	12	0.14244
19	12	-0.26831
20	7	-0.10428
21	12	0.1879
22	11	9.2102
23	12	-0.48481
24	12	0.76476
25	11	9.2102
26	12	0.68019
27	9	0.17263
28	12	-0.13269
29	9	-0.55732
30	12	0.078648
31	11	0.72286
32	11	9.2102
33	9	-0.36288
34	9	0.65057
35	11	1.2912
36	11	0.043241
37	11	-0.1088
38	5	-0.50347
39	8	-1.8307
40	5	-0.31736
41	8	-2.4341
42	6	-1.7002
43	6	0.039554
44	9	0.4307
45	9	0.77467
46	11	0.72652
47	2	0.79124
48	6	-2.0716
49	6	-2.9061
50	11	9.2102
51	11	0.13783
52	11	-1.2464
53	11	0.2209
54	2	-0.57268
55	5	0.16346
56	1	0.051922
57	1	-0.83974
58	11	9.2102
59	2	-2.6933
60	11	9.2102
61	5	0.87484
62	5	-0.19426
63	6	0.09102
64	1	0.36817
65	2	-1.2933
66	1	-2.9945
67	1	-2.3996
68	4	0.49691
69	4	0.26973
70	10	0.912
71	11	1.0162
72	4	0.66879
73	4	0.12521
74	4	-0.23201
75	1	-0.022857
76	1	-0.81074
77	4	0.66196
78	10	-0.5393
79	11	9.2102
80	11	9.2102
81	3	-0.73991
82	10	-1.1647
83	13	-0.39847
84	10	-0.62403
85	13	0.76745
86	13	-1.1128
87	11	9.2102
88	3	-2.7625
89	3	-1.8978
90	3	0.58657
91	10	0.83577
92	13	-0.086545
93	13	0.15748
94	3	0.8207
95	3	-0.83691
96	10	-0.11113
97	11	9.2102
98	9	0.23407
99	4	0.21257
100	7	0.3642
101	9	-0.47382
102	11	9.2102
103	8	0.039161
104	7	-0.73631
105	12	-0.73164
106	8	0.40472
107	11	9.2102
108	7	0.024385
109	12	-1.0106
110	11	9.2102
111	11	9.2102
112	6	0.26241
113	6	-0.56898
114	12	-0.28512
115	6	-0.61593
116	6	-1.7675
detection1	detection2	cost
1	3	-3.7143
2	4	-3.7143
2	5	-0.67521
4	5	-3.2674
1	6	12.262
3	6	8.6726
1	7	11.9882
3	7	8.783
6	7	-3.2674
8	10	-3.7143
9	11	-5.6071
8	12	-3.2674
10	12	-5.6071
1	13	30.0721
3	13	33.0089
6	13	43.4667
7	13	40.3859
1	14	28.663
3	14	31.5222
6	14	41.7143
7	14	38.5941
13	14	-5.6071
15	16	-5.6071
15	17	-3.2674
16	17	-3.7143
18	19	-4.8231
15	20	0.96511
16	20	0.30445
17	20	-3.2674
18	21	-3.7143
19	21	-4.8231
1	22	39.2501
3	22	41.3489
6	22	47.7831
7	22	43.9913
13	22	8.1089
14	22	7.7607
18	23	-1.5143
19	23	-3.7143
21	23	-4.8231
18	24	1.9643
19	24	-0.67521
21	24	0.30445
23	24	-1.8214
1	25	41.8597
3	25	43.9913
6	25	50.4412
7	25	46.637
13	25	9.6406
14	25	9.5357
22	25	-4.8231
18	26	0.30445
19	26	-0.67521
21	26	-3.2674
23	26	-3.2674
24	26	2.1517
18	28	0.30445
19	28	-1.8214
21	28	-3.2674
23	28	-5.6071
24	28	-1.5143
26	28	-3.7143
27	29	-5.6071
18	30	0.96511
19	30	-1.5143
21	30	-2.1462
23	30	-4.8231
24	30	-3.2674
26	30	-1.8214
28	30	-5.6071
1	31	37.4927
3	31	36.2
6	31	28.5141
7	31	24.6786
13	31	41.0177
14	31	39.2501
22	31	34.1859
25	31	36.0357
1	32	44.4761
3	32	46.637
6	32	53.101
7	32	49.2857
13	32	11.4286
14	32	11.523
22	32	-2.1462
25	32	-4.8231
31	32	37.968
27	33	-4.8231
29	33	-5.6071
27	34	-1.5143
29	34	-3.2674
33	34	-3.7143
1	35	38.0074
3	35	37.0526
6	35	30.7807
7	35	26.7811
13	35	38.243
14	35	36.5267
22	35	30.546
25	35	32.295
31	35	-3.2674
32	35	34.1429
1	36	38.5941
3	36	37.4927
6	36	30.546
7	36	26.624
13	36	39.9726
14	36	38.243
22	36	32.4299
25	36	34.1859
31	36	-4.8231
32	36	36.0357
35	36	-5.6071
1	37	39.2501
3	37	38.0074
6	37	30.4044
7	37	26.5714
13	37	41.7143
14	37	39.9726
22	37	34.3146
25	37	36.0768
31	37	-5.6071
32	37	37.9286
35	37	-3.7143
36	37	-5.6071
38	40	-5.6071
39	41	-5.6071
42	43	-5.6071
27	44	-3.2674
29	44	-3.7143
33	44	-5.6071
34	44	-3.2674
27	45	-2.1462
29	45	-3.2674
33	45	-4.8231
34	45	-4.8231
44	45	-5.6071
1	46	39.8214
3	46	38.904
6	46	32.6536
7	46	28.663
13	46	39.0581
14	46	37.3731
22	46	30.7807
25	46	32.4299
31	46	-2.1462
32	46	34.1859
35	46	-5.6071
36	46	-4.8231
37	46	-3.2674
42	48	-4.8231
43	48	-3.2674
42	49	-5.6071
43	49	-4.8231
48	49	-5.6071
1	50	40.4233
3	50	41.1652
6	50	41.8597
7	50	37.6517
13	50	23.3135
14	50	22.0674
22	50	11.1425
25	50	12.262
31	50	17.7539
32	50	13.6628
35	50	13.6628
36	50	15.5276
37	50	17.3966
46	50	13.4073
1	51	41.6414
3	51	40.7586
6	51	34.5282
7	51	30.546
13	51	39.9349
14	51	38.2821
22	51	31.1069
25	51	32.6536
31	51	-0.67521
32	51	34.3146
35	51	-3.7143
36	51	-3.2674
37	51	-2.1462
46	51	-5.6071
50	51	13.3214
1	52	42.1852
3	52	41.1652
6	52	34.3146
7	52	30.4044
13	52	41.605
14	52	39.9349
22	52	32.9647
25	52	34.5282
31	52	-1.5143
32	52	36.2
35	52	-3.2674
36	52	-3.7143
37	52	-3.2674
46	52	-4.8231
50	52	15.2143
51	52	-5.6071
1	53	43.4667
3	53	42.1852
6	53	34.1429
7	53	30.4044
13	53	44.9905
14	53	43.2907
22	53	36.6892
25	53	38.2821
31	53	-1.5143
32	53	39.9726
35	53	-0.67521
36	53	-2.1462
37	53	-3.2674
46	53	-1.5143
50	53	19
51	53	-1.8214
52	53	-3.7143
47	54	-1.5143
38	55	-3.2674
40	55	-3.7143
56	57	-5.6071
1	58	41.8597
3	58	41.7143
6	58	38.5941
7	58	34.4002
13	58	33.0089
14	58	31.5222
22	58	22.4287
25	58	23.7178
31	58	7.7607
32	58	25.1758
35	58	3.5372
36	58	5.1977
37	58	6.9156
46	58	2.6933
50	58	4.0138
51	58	2.1517
52	58	4.0138
53	58	7.7607
47	59	-2.1462
54	59	-4.8231
1	60	54.993
3	60	57.2457
6	60	63.7529
7	60	59.9027
