91
detection	body_part	cost
1	3	-2.7715
2	4	-1.82
3	3	-5.0037
4	4	-2.8447
5	4	-4.8536
6	5	-4.8368
7	3	-1.9313
8	5	-3.5385
9	5	-2.7494
10	5	0.49195
11	10	-0.19727
12	3	-0.050024
13	9	-1.9134
14	11	9.2102
15	11	9.2102
16	1	-0.53548
17	10	-0.41531
18	9	-2.1748
19	9	-0.15887
20	2	-3.9215
21	2	0.82445
22	1	0.86352
23	11	0.37459
24	1	-4.3083
25	11	-0.1878
26	1	-2.4833
27	11	9.2102
28	11	9.2102
29	11	-0.10791
30	11	0.96368
31	8	-5.3866
32	5	-5.7574
33	11	9.2102
34	10	-0.19089
35	11	-2.5306
36	11	-2.1767
37	11	-0.82789
38	11	0.7771
39	12	-0.36346
40	12	-2.9753
41	7	-1.4368
42	8	-5.2764
43	4	-4.5819
44	11	9.2102
45	10	-4.3675
46	11	-3.3773
47	12	0.13227
48	13	-0.16382
49	6	0.10261
50	12	-2.0124
51	12	-2.1238
52	12	-1.0352
53	4	-5.6986
54	9	0.64591
55	10	0.28873
56	11	-2.0962
57	11	-0.5131
58	6	-1.4292
59	13	-0.38859
60	6	-4.0515
61	13	-0.53062
62	6	-4.2295
63	12	-0.46839
64	7	-5.5625
65	3	-5.6134
66	9	-3.8803
67	13	-0.86786
68	6	-4.0389
69	3	-4.2563
70	11	9.2102
71	9	1.377
72	9	-0.59626
73	14	1.0823
74	14	-2.3577
75	14	-2.151
76	14	-5.0363
77	12	0.33048
78	13	-4.6832
79	2	-6.4823
80	1	-7.3284
81	12	-3.3806
82	13	-2.4476
83	7	-2.0692
84	12	0.070953
85	8	-4.0292
86	8	-3.6834
87	11	9.2102
88	8	-6.049
89	6	-3.8355
90	6	-4.9612
91	7	-5.2436
detection1	detection2	cost
1	3	-5.6071
2	4	-3.2674
2	5	-4.8231
4	5	-5.6071
1	7	-3.2674
3	7	-4.8231
6	8	-5.6071
6	9	-4.8231
8	9	-5.6071
6	10	-3.2674
8	10	-3.7143
9	10	-5.6071
1	12	-1.5143
3	12	-3.2674
7	12	-3.2674
14	15	19.0675
11	17	-5.6071
13	18	-4.8231
13	19	-1.5143
18	19	-3.7143
20	21	-3.7143
16	22	-3.2674
14	23	10.4572
15	23	2.6933
16	24	-3.7143
22	24	-3.2674
14	25	8.6726
15	25	4.4715
23	25	-5.6071
16	26	-3.2674
22	26	-1.5143
24	26	-5.6071
14	27	0.53071
15	27	24.9005
23	27	15.2143
25	27	13.3214
14	28	23.7178
15	28	-0.67521
23	28	5.8845
25	28	7.7607
27	28	28.5141
14	29	14.6553
15	29	0.53071
23	29	-3.2674
25	29	-1.5143
27	29	19.0675
28	29	1.9643
14	30	7.7607
15	30	6.9156
23	30	-3.2674
25	30	-4.8231
27	30	11.523
28	30	9.5357
29	30	0.071429
6	32	48.9694
8	32	48.5554
9	32	50.4103
10	32	52.2675
14	33	40.7586
15	33	14.6553
23	33	23.0214
25	33	24.9005
27	33	45.635
28	33	9.6406
29	33	19.0675
30	33	26.624
11	34	11.9882
17	34	11.1425
14	35	18.8644
15	35	0.30445
23	35	0.96511
25	35	2.6933
27	35	23.0214
28	35	-1.5143
29	35	-3.2674
30	35	4.0138
33	35	15.2143
14	36	17.1071
15	36	0.96511
23	36	-0.67521
25	36	0.96511
27	36	21.1441
28	36	0.30445
29	36	-4.8231
30	36	2.1517
33	36	17.1071
35	36	-5.6071
14	37	15.3715
15	37	1.9643
23	37	-2.1462
25	37	-0.67521
27	37	19.269
28	37	2.1517
29	37	-5.6071
30	37	0.30445
33	37	19
35	37	-3.7143
36	37	-5.6071
14	38	11.9882
15	38	4.6202
23	38	-3.7143
25	38	-3.2674
27	38	15.5276
28	38	5.8845
29	38	-3.2674
30	38	-3.2674
33	38	22.7857
35	38	0.071429
36	38	-1.8214
37	38	-3.7143
39	40	-1.8214
31	42	-4.8231
2	43	55.4215
4	43	51.2701
5	43	53.101
14	44	41.1652
15	44	15.3715
23	44	23.3135
25	44	25.1758
27	44	45.8033
28	44	9.9513
29	44	19.269
30	44	26.7811
33	44	-5.6071
35	44	15.293
36	44	17.1798
37	44	19.0675
38	44	22.8448
11	45	16.2174
17	45	15.3715
34	45	-3.2674
14	46	19.6016
15	46	2.1517
23	46	1.9643
25	46	3.5372
27	46	23.3135
28	46	-0.67521
29	46	-2.1462
30	46	4.4715
33	46	15.293
35	46	-5.6071
36	46	-4.8231
37	46	-3.2674
38	46	0.30445
44	46	15.2143
39	47	-5.6071
40	47	-1.5143
39	50	-3.2674
40	50	-4.8231
47	50	-3.7143
39	51	-1.5143
40	51	-5.6071
47	51	-1.8214
50	51	-5.6071
39	52	0.30445
40	52	-4.8231
47	52	0.071429
50	52	-3.7143
51	52	-5.6071
2	53	57.7693
4	53	53.6015
5	53	55.4215
43	53	-4.8231
13	54	36.2
18	54	37.4927
19	54	41.1652
11	55	20.4477
17	55	19.6016
34	55	0.96511
45	55	-3.2674
14	56	18.7964
15	56	4.4715
23	56	1.9643
25	56	3.2076
27	56	21.885
28	56	1.9643
29	56	-1.5143
30	56	3.5372
33	56	17.3966
35	56	-3.2674
36	56	-3.7143
37	56	-3.2674
38	56	-0.67521
44	56	17.1798
46	56	-4.8231
14	57	17.1798
15	57	5.1977
23	57	0.96511
25	57	1.9643
27	57	20.0604
28	57	3.5372
29	57	-1.8214
30	57	1.9643
33	57	19.269
35	57	-2.1462
36	57	-3.2674
37	57	-3.7143
38	57	-2.1462
44	57	19.0675
46	57	-3.2674
56	57	-5.6071
49	58	-1.5143
48	59	-3.2674
49	60	-3.2674
58	60	-5.6071
48	61	-4.8231
59	61	-5.6071
49	62	-4.8231
58	62	-3.7143
60	62	-5.6071
39	63	-2.1462
40	63	-3.2674
47	63	-3.2674
50	63	-5.6071
51	63	-4.8231
52	63	-3.2674
41	64	-3.7143
1	65	56.5502
3	65	55.9601
7	65	53.6015
12	65	56.7736
13	66	40.3859
18	66	41.6414
19	66	45.2968
54	66	-3.2674
48	67	-3.2674
59	67	-4.8231
61	67	-5.6071
49	68	-3.2674
58	68	-3.2674
60	68	-4.8231
62	68	-5.6071
1	69	55.4215
3	69	54.7632
7	69	52.3574
12	69	55.4215
65	69	-4.8231
14	70	60.9052
15	70	35.0367
23	70	43.0077
25	70	44.8538
27	70	65.3197
28	70	29.6887
29	70	38.904
30	70	46.3384
33	70	12.8867
35	70	34.8256
36	70	36.6892
37	70	38.5552
38	70	42.2933
44	70	12.262
46	70	34.5282
56	70	36.2
57	70	38.086
13	71	46.3717
18	71	47.6208
19	71	51.2701
54	71	2.6933
66	71	-1.5143
13	72	37.4927
18	72	38.5941
19	72	42.1852
54	72	-3.7143
66	72	-3.2674
71	72	1.9643
73	74	-3.2674
73	75	-5.6071
74	75	-3.7143
73	76	-3.2674
74	76	-4.8231
75	76	-4.8231
39	77	39.8214
40	77	45.2968
47	77	39.3267
50	77	43.0077
51	77	44.8538
52	77	46.7032
63	77	42.6161
48	78	16.2174
59	78	11.9882
61	78	13.6628
67	78	12.8867
20	79	58.3431
21	79	61.9449
16	80	60.7479
22	80	56.5502
24	80	59.583
26	80	61.401
39	81	36.8106
40	81	42.1852
47	81	36.2
50	81	39.8214
51	81	41.6414
52	81	43.4667
63	81	39.3267
77	81	-3.2674
48	82	18.7964
59	82	14.5743
61	82	16.2174
67	82	15.3715
78	82	-4.8231
41	83	55.9601
64	83	54.9356
39	84	38.243
40	84	43.4667
47	84	37.4927
50	84	41.0177
51	84	42.7945
52	84	44.5794
63	84	40.3859
77	84	-0.67521
81	84	-3.7143
31	85	49.4432
42	85	50.5648
31	86	45.9376
42	86	46.9998
85	86	-3.7143
14	87	56.8571
15	87	34.0136
23	87	39.2501
25	87	40.8698
27	87	59.6364
28	87	27.4026
29	87	35.0367
30	87	41.605
33	87	15.3715
35	87	30.8274
36	87	32.4299
37	87	34.0567
38	87	37.3731
44	87	13.6628
46	87	29.833
56	87	30.593
57	87	32.295
70	87	8.783
31	88	48.4274
42	88	49.4432
85	88	-4.8231
86	88	-4.8231
49	89	60.1415
58	89	54.156
60	89	55.9601
62	89	57.7693
68	89	57.2457
49	90	58.3431
58	90	52.3574
60	90	54.156
62	90	55.9601
68	90	55.4215
89	90	-5.6071
41	91	57.1903
64	91	55.9601
83	91	-3.7143
1	2	-1.9579
2	3	-2.3574
1	4	-1.756
3	4	-2.1834
1	5	-2.0228
3	5	-2.3908
2	6	-0.98652
4	6	-2.1662
5	6	-2.1084
2	7	-2.2665
4	7	-2.1449
5	7	-2.0959
2	8	-0.49176
4	8	-1.885
5	8	-1.5981
2	9	-0.88782
4	9	-1.9147
5	9	-1.6951
2	10	-1.3784
4	10	-2.2479
5	10	-2.0271
2	12	-1.8385
4	12	-1.5958
5	12	-1.6289
11	13	-1.5349
11	14	0.036107
11	15	2.6005
1	16	-2.3391
2	16	-1.8179
3	16	-2.4625
4	16	-1.6
5	16	-1.681
6	16	-1.3766
7	16	-1.8107
8	16	-1.2633
9	16	-1.2742
10	16	-1.3799
11	16	4.5255
12	16	-0.85265
13	16	0.98798
14	16	1.5319
15	16	4.473
13	17	-1.0516
14	17	1.1913
15	17	1.6313
16	17	6.0891
11	18	-2.1914
16	18	-0.37105
17	18	-2.2985
11	19	-2.0869
16	19	-0.69124
17	19	-2.1572
16	20	-2.4287
16	21	-2.1931
1	22	-1.7475
2	22	-1.8553
3	22	-1.57
4	22	-1.7006
5	22	-1.8246
6	22	-1.5454
7	22	-1.1354
8	22	-1.4987
9	22	-1.5347
10	22	-1.6224
11	22	2.6973
12	22	-0.69902
13	22	0.49957
14	22	0.26175
15	22	5.0259
17	22	2.5281
18	22	-1.0885
19	22	-1.4203
20	22	-2.3496
21	22	-2.3117
11	23	-0.92096
16	23	3.8361
17	23	-0.64791
22	23	2.0548
1	24	-2.4696
2	24	-1.8582
3	24	-2.506
4	24	-1.8872
5	24	-1.7409
6	24	-1.9813
7	24	-2.0762
8	24	-1.9236
9	24	-1.8283
10	24	-1.8898
11	24	1.3112
12	24	-1.9979
13	24	-0.58851
14	24	2.3017
15	24	4.185
17	24	0.59799
18	24	-1.8406
19	24	-1.6505
20	24	-2.3432
21	24	-2.1322
23	24	3.0048
11	25	-0.81238
16	25	3.4752
17	25	-0.027907
22	25	1.7027
24	25	2.502
1	26	-2.014
2	26	-1.6344
3	26	-2.0656
4	26	-1.6385
5	26	-1.5251
6	26	-2.0055
7	26	-1.9953
8	26	-1.8331
9	26	-1.8261
10	26	-1.7301
11	26	0.2978
12	26	-1.501
13	26	-1.0913
14	26	2.6144
15	26	4.3374
17	26	-1.2785
18	26	-1.5057
19	26	-1.3388
20	26	-2.3604
21	26	-2.1975
23	26	4.0427
25	26	3.2694
11	27	-0.21455
16	27	1.8102
17	27	1.1301
22	27	0.54506
24	27	1.6761
26	27	1.532
11	28	3.5984
16	28	5.1308
17	28	2.6789
22	28	5.7303
24	28	5.0168
26	28	5.1181
11	29	1.8774
16	29	4.2537
17	29	1.365
22	29	3.2626
24	29	4.526
26	29	4.3333
11	30	-0.89645
16	30	2.5348
17	30	-0.12839
22	30	0.72244
24	30	1.8935
26	30	2.3289
16	31	-1.295
22	31	-1.8485
24	31	-1.454
26	31	-1.4497
2	32	7.9941
4	32	8.2262
5	32	8.4078
16	32	10.577
22	32	10.3807
24	32	9.7406
26	32	9.7
11	33	4.2151
16	33	5.9617
17	33	3.3516
22	33	6.5197
24	33	5.8558
26	33	5.9618
13	34	4.0763
14	34	-0.511
15	34	0.029226
16	34	5.5387
18	34	4.1245
19	34	4.2793
22	34	7.9265
23	34	1.2347
24	34	7.0603
25	34	0.59547
26	34	6.9433
27	34	-0.024239
28	34	-0.58816
29	34	-1.3474
30	34	0.28606
33	34	6.6172
11	35	2.8832
16	35	4.4805
17	35	2.1553
22	35	4.2223
24	35	4.83
26	35	4.8238
34	35	-1.1
11	36	2.6172
16	36	4.3983
17	36	2.0356
22	36	3.661
24	36	4.6976
26	36	4.7009
34	36	-1.0737
11	37	2.1407
16	37	4.1468
17	37	1.8234
22	37	3.1418
24	37	4.3962
26	37	4.4229
34	37	-1.2922
11	38	0.16268
16	38	3.2285
17	38	0.55194
22	38	1.792
24	38	3.3134
26	38	3.5595
34	38	-0.34364
16	39	-1.043
22	39	-0.99565
24	39	-1.3798
26	39	-0.85534
16	40	-1.488
22	40	-0.98114
24	40	-0.87894
26	40	-0.99017
16	41	-1.5988
22	41	-1.3752
24	41	-1.0244
26	41	-1.1631
31	41	-1.7973
16	42	-1.7641
22	42	-1.6665
24	42	-1.3737
26	42	-1.4149
41	42	-1.6603
1	43	9.3023
3	43	9.7504
6	43	0.96438
7	43	9.9776
8	43	1.3809
9	43	1.2858
10	43	1.5118
12	43	10.1047
16	43	10.1679
22	43	10.0299
24	43	9.3187
26	43	9.2577
32	43	-2.2908
11	44	2.9705
16	44	5.9739
17	44	2.1274
22	44	6.5594
24	44	5.9086
26	44	6.0116
34	44	5.1379
13	45	4.3673
14	45	-0.35855
15	45	0.26235
16	45	5.8354
18	45	4.4243
19	45	4.6421
22	45	8.2238
23	45	1.4242
24	45	7.4156
25	45	0.7949
26	45	7.3497
27	45	0.15631
28	45	-1.3022
29	45	-0.98355
30	45	0.52037
33	45	6.476
35	45	-1.2294
36	45	-1.1289
37	45	-1.3706
38	45	-0.018175
44	45	5.5332
11	46	2.5045
16	46	4.4303
17	46	1.899
22	46	3.9532
24	46	4.7628
26	46	4.7629
34	46	-1.2275
45	46	-1.93
16	47	-1.0234
22	47	-1.0412
24	47	-1.5553
26	47	-0.58315
16	48	-0.205
22	48	-0.41806
24	48	-1.1563
26	48	-0.28429
39	48	1.2253
40	48	-1.9488
47	48	1.8356
16	49	-1.7316
22	49	-1.6019
24	49	-1.8838
26	49	-1.4865
41	49	-1.3791
16	50	-1.6748
22	50	-1.1842
24	50	-1.4331
26	50	-1.9142
48	50	-1.8905
16	51	-1.4041
22	51	-1.3946
24	51	-1.5093
26	51	-1.7056
48	51	-1.8798
16	52	-1.202
22	52	-1.49
24	52	-1.4885
26	52	-1.5446
48	52	-1.7143
1	53	9.2251
3	53	9.6635
6	53	1.1256
7	53	9.8795
8	53	1.5373
9	53	1.4437
10	53	1.6681
12	53	10.1559
16	53	10.43
22	53	10.3055
24	53	9.5852
26	53	9.5195
32	53	-2.2448
11	54	3.8506
16	54	9.6994
17	54	4.0154
22	54	10.544
24	54	10.9028
26	54	10.5176
34	54	-1.7517
45	54	-1.8468
13	55	4.4262
14	55	-0.28429
15	55	0.38301
16	55	5.9655
18	55	4.4875
19	55	4.7069
22	55	8.3546
23	55	1.5198
24	55	7.5514
25	55	0.89715
26	55	7.4854
27	55	0.25682
28	55	-1.4044
29	55	-0.78795
30	55	0.64755
33	55	5.4674
35	55	-1.2721
36	55	-1.1667
37	55	-1.4348
38	55	0.16318
44	55	5.149
46	55	-2.0553
54	55	-1.7587
11	56	1.8648
16	56	4.2529
17	56	1.6112
22	56	3.3596
24	56	4.5288
26	56	4.5436
34	56	-1.4754
45	56	-2.0197
55	56	-1.6366
11	57	1.4176
16	57	4.1198
17	57	1.3877
22	57	3.1498
24	57	4.3429
26	57	4.3715
34	57	-1.9021
45	57	-1.5751
55	57	-1.2918
16	58	-1.9343
22	58	-1.2464
24	58	-2.0518
26	58	-1.9408
41	58	-1.1102
16	59	0.73535
22	59	-0.49473
24	59	0.40185
26	59	1.0061
39	59	-1.6879
40	59	-1.4639
47	59	-1.2533
50	59	-1.3361
51	59	-1.4324
52	59	-1.6119
16	60	-2.1489
22	60	-1.4235
24	60	-2.1207
26	60	-2.2793
41	60	-1.3406
16	61	0.26734
22	61	-1.152
24	61	-0.29321
26	61	0.34559
39	61	-0.43018
40	61	-1.4235
47	61	-0.4822
50	61	-1.3293
51	61	-1.4897
52	61	-1.6976
16	62	-2.1297
22	62	-1.4599
24	62	-1.931
26	62	-2.2013
41	62	-1.4299
16	63	-1.5793
22	63	-1.4353
24	63	-1.7407
26	63	-1.6183
48	63	-0.80458
59	63	-1.1205
61	63	-1.2853
16	64	-1.9042
22	64	-1.7027
24	64	-1.5343
26	64	-1.7551
31	64	-1.6067
42	64	-2.1842
49	64	-2.5895
58	64	-1.8488
60	64	-2.2219
62	64	-2.4731
2	65	2.0744
4	65	2.1274
5	65	2.2878
16	65	6.3211
22	65	6.6056
24	65	6.1417
26	65	6.0107
43	65	-2.5885
53	65	-2.4255
11	66	3.905
16	66	9.7643
17	66	4.0718
22	66	10.6276
24	66	11.1218
26	66	10.7305
34	66	-1.7984
45	66	-2.1304
55	66	-2.2965
16	67	0.80033
22	67	-0.34838
24	67	0.28008
26	67	0.80278
39	67	0.0089788
40	67	-1.0185
47	67	0.42066
50	67	-0.846
51	67	-1.0611
52	67	-1.2917
63	67	-0.68231
16	68	-2.1651
22	68	-1.6141
24	68	-2.0965
26	68	-2.1905
41	68	-1.4355
64	68	-2.4318
2	69	2.0422
4	69	2.1171
5	69	2.2893
16	69	6.5398
22	69	6.8337
24	69	6.3624
26	69	6.2274
43	69	-1.9636
53	69	-1.9269
11	70	5.0446
16	70	6.592
17	70	4.149
22	70	7.165
24	70	6.6681
26	70	6.7678
34	70	6.8296
45	70	6.8905
55	70	7.1037
11	71	4
16	71	9.892
17	71	4.1732
22	71	10.7497
24	71	11.3731
26	71	10.9833
34	71	-1.6512
45	71	-1.9578
55	71	-2.0127
11	72	3.5268
16	72	9.3157
17	72	3.7201
22	72	10.112
24	72	11.2158
26	72	10.8224
34	72	-1.9222
45	72	-1.9941
55	72	-1.6586
16	73	2.2608
22	73	1.2551
24	73	1.6679
26	73	2.1472
48	73	3.0144
59	73	0.88427
61	73	1.7244
67	73	1.4557
16	74	3.4857
22	74	2.6807
24	74	3.0468
26	74	3.422
48	74	3.4303
59	74	2.9533
61	74	3.6987
67	74	4.2352
16	75	2.9866
22	75	2.1012
24	75	2.4396
26	75	2.8536
48	75	3.3564
59	75	1.6349
61	75	2.3324
67	75	2.3928
16	76	3.4992
22	76	2.6883
24	76	3.028
26	76	3.4052
48	76	3.4186
59	76	2.4381
61	76	3.0466
67	76	3.3403
16	77	8.2994
22	77	8.8879
24	77	9.0757
26	77	8.7496
48	77	3.8761
59	77	2.93
61	77	3.1554
67	77	2.9129
16	78	5.0468
22	78	5.1395
24	78	5.6071
26	78	5.6584
39	78	2.0699
40	78	3.1552
47	78	3.1216
50	78	3.4625
51	78	3.4605
52	78	3.3592
63	78	3.9541
73	78	-1.2359
74	78	-1.7923
75	78	-1.8557
76	78	-2.2759
77	78	-2.0765
16	79	1.6934
22	79	1.7446
24	79	2.1229
26	79	2.1134
1	80	4.3346
2	80	2.8095
3	80	4.4072
4	80	2.8149
5	80	2.648
6	80	2.1849
7	80	4.7092
8	80	1.9535
9	80	1.947
10	80	1.8904
11	80	4.6026
12	80	4.192
13	80	2.6729
14	80	0.62659
15	80	-0.51555
17	80	3.8219
18	80	0.86994
19	80	1.0875
20	80	10.0821
