114
detection	body_part	cost
1	3	-1.8837
2	11	9.2102
3	11	-3.8064
4	3	-4.8771
5	4	-4.6712
6	9	-0.16367
7	10	-0.40175
8	11	-0.90991
9	11	9.2102
10	10	-3.5369
11	11	9.2102
12	5	-0.6192
13	4	-1.2932
14	9	-3.2524
15	1	0.14124
16	5	0.2347
17	1	-0.73763
18	5	-3.8828
19	11	9.2102
20	11	9.2102
21	1	-4.1806
22	11	9.2102
23	14	1.0325
24	2	-5.554
25	1	-6.1163
26	8	-4.1079
27	11	9.2102
28	11	9.2102
29	13	1.036
30	11	9.2102
31	8	-3.0322
32	11	9.2102
33	11	9.2102
34	8	-1.0268
35	11	9.2102
36	12	-2.6938
37	13	-3.402
38	14	1.1415
39	14	-2.9309
40	6	-0.93514
41	11	9.2102
42	12	-1.772
43	12	0.7898
44	13	1.1966
45	6	-5.3528
46	6	0.97786
47	7	-1.7522
48	7	-4.0587
49	6	0.78848
50	6	-2.3918
51	11	9.2102
52	7	-2.9896
53	11	9.2102
54	3	1.342
55	11	9.2102
56	5	-0.095919
57	3	-0.55789
58	4	-1.7728
59	11	9.2102
60	9	-0.036169
61	5	-2.3049
62	3	-2.4544
63	4	-0.92004
64	11	9.2102
65	5	-2.0864
66	3	-2.4767
67	11	9.2102
68	11	9.2102
69	9	1.145
70	9	-2.9116
71	10	0.026043
72	11	9.2102
73	3	-0.76841
74	8	-0.62526
75	11	9.2102
76	11	9.2102
77	10	-3.3892
78	11	9.2102
79	11	9.2102
80	11	-1.899
81	11	9.2102
82	8	-3.0491
83	1	-1.2437
84	11	9.2102
85	11	9.2102
86	11	-4.0988
87	8	-0.18897
88	1	-3.9409
89	8	-0.68363
90	11	9.2102
91	11	9.2102
92	11	9.2102
93	2	-4.939
94	1	-4.248
95	8	0.56294
96	12	-1.637
97	11	9.2102
98	7	-2.0179
99	7	0.54637
100	11	9.2102
101	12	-2.6657
102	11	9.2102
103	7	-3.6571
104	6	-1.1993
105	6	-4.7122
106	7	-1.3928
107	11	9.2102
108	11	9.2102
109	13	-3.2735
110	11	9.2102
111	14	-3.4266
112	13	-2.1632
113	14	-1.1732
114	11	9.2102
detection1	detection2	cost
2	3	51.1786
1	4	-3.2674
2	8	47.4255
3	8	-3.2674
2	9	-3.2674
3	9	53.1896
8	9	49.3173
7	10	-3.2674
2	11	41.8597
3	11	2.6933
8	11	-1.5143
9	11	43.6071
5	13	-3.7143
6	14	-3.2674
12	16	0.30445
15	17	-5.6071
12	18	-4.8231
16	18	-1.8214
2	19	40.4233
3	19	6.1496
8	19	1.9643
9	19	41.8597
11	19	-3.2674
2	20	44.1649
3	20	3.2076
8	20	-0.67521
9	20	45.635
11	20	-3.2674
19	20	-3.7143
15	21	-4.8231
17	21	-5.6071
2	22	20.6393
3	22	26.0415
8	22	21.885
9	22	21.4551
11	22	15.9133
19	22	13.4073
20	22	17.1798
15	25	-3.2674
17	25	-3.7143
21	25	-5.6071
2	27	21.3311
3	27	26.624
8	27	22.4287
9	27	21.885
11	27	16.443
19	27	13.6628
20	27	17.3966
22	27	-5.6071
2	28	26.624
3	28	21.3311
8	28	17.1071
9	28	27.4026
11	28	11.1425
19	28	8.1089
20	28	11.8034
22	28	-1.5143
27	28	-1.8214
2	30	43.0077
3	30	7.2837
8	30	3.5372
9	30	44.1649
11	30	0.071429
19	30	-3.2674
20	30	-3.2674
22	30	15.293
27	30	15.2143
28	30	9.5357
26	31	-4.8231
2	32	11.2383
3	32	39.8214
8	32	35.6638
9	32	10.3572
11	32	29.6887
19	32	27.0414
20	32	30.7807
22	32	6.2802
27	32	5.8845
28	32	11.523
30	32	28.5141
2	33	12.6213
3	33	66.0053
8	33	61.9191
9	33	8.5614
11	33	55.9884
19	33	53.5428
20	33	57.301
22	33	32.6536
27	33	32.4299
28	33	38.086
30	33	55.0789
32	33	19.0675
26	34	-3.2674
31	34	-5.6071
2	35	9.4302
3	35	45.8033
8	35	41.6414
9	35	7.2837
11	35	35.6638
19	35	32.9647
20	35	36.6892
22	35	12.262
27	35	11.8034
28	35	17.3966
30	35	34.3146
32	35	-1.5143
33	35	13.3214
29	37	-2.1462
23	38	0.53071
23	39	-1.8214
38	39	-1.8214
2	41	11.9882
3	41	44.5794
8	41	40.3859
9	41	9.9513
11	41	34.4002
19	41	31.5222
20	41	35.2048
22	41	11.1425
27	41	10.4572
28	41	15.9133
30	41	32.6536
32	41	-2.1462
33	41	15.293
35	41	-4.8231
36	42	-4.8231
36	43	-1.5143
42	43	0.071429
29	44	-1.5143
37	44	-1.5143
40	45	-3.2674
40	46	-0.67521
45	46	-3.7143
47	48	-3.7143
40	49	-1.5143
45	49	-3.2674
46	49	0.30445
40	50	-1.8214
45	50	-4.8231
46	50	-1.5143
49	50	-5.6071
2	51	15.293
3	51	57.1903
8	51	52.9826
9	51	11.4286
11	51	46.9998
19	51	43.9913
20	51	47.6208
22	51	23.8324
27	51	23.08
28	51	28.4144
30	51	44.8538
32	51	10.3572
33	51	6.1496
35	51	4.6202
41	51	5.1977
47	52	-4.8231
48	52	-4.8231
2	53	23.3135
3	53	36.6486
8	53	32.4299
9	53	22.0674
11	53	26.624
19	53	23.0214
20	53	26.3605
22	53	6.9156
27	53	5.1977
28	53	8.5614
30	53	23.08
32	53	4.6202
33	53	27.4026
35	53	7.7607
