137
detection	body_part	cost
1	11	9.2102
2	8	-0.97648
3	8	-1.7038
4	12	0.97718
5	7	-1.0953
6	12	0.020514
7	12	0.46179
8	6	-3.8163
9	7	-0.9541
10	7	-0.10942
11	7	-0.11508
12	7	-0.26484
13	12	-0.42681
14	12	-1.0062
15	11	9.2102
16	6	-3.6161
17	6	0.079361
18	12	-0.25259
19	12	-0.62118
20	8	0.87879
21	11	9.2102
22	1	1.3362
23	1	-3.656
24	9	0.49585
25	9	0.078998
26	2	-3.2188
27	9	-0.19644
28	3	-1.2356
29	3	-2.9691
30	3	-0.46621
31	3	0.96343
32	3	0.49757
33	3	0.9608
34	11	9.2102
35	4	-0.71177
36	2	0.019952
37	11	9.2102
38	1	0.15166
39	4	-2.2044
40	5	-0.83601
41	4	-0.53044
42	1	-1.6255
43	1	-0.82563
44	4	-0.64579
45	4	0.083427
46	5	-1.233
47	4	-1.0327
48	1	0.29628
49	5	-0.17038
50	5	0.18561
51	5	0.95196
52	11	9.2102
53	3	-0.16206
54	3	0.43607
55	4	-1.8771
56	5	-0.64691
57	5	-0.29579
58	11	9.2102
59	4	-0.81863
60	4	-1.3531
61	5	-0.039201
62	11	9.2102
63	11	0.67644
64	11	-0.33417
65	3	-2.4632
66	5	-0.062491
67	5	-0.89795
68	5	-0.36656
69	9	0.21371
70	9	0.43242
71	14	0.71558
72	9	-0.36938
73	9	-0.27238
74	10	-0.13001
75	14	1.2476
76	1	0.17489
77	9	0.00076365
78	10	-0.57187
79	1	-4.5757
80	5	0.14359
81	11	9.2102
82	8	0.092714
83	12	0.5833
84	12	-0.11093
85	11	9.2102
86	2	-3.6825
87	4	0.72607
88	4	-0.62511
89	4	-1.0234
90	12	-0.21969
91	13	0.59529
92	13	0.99154
93	11	9.2102
94	3	-1.879
95	6	-1.5398
96	6	0.49602
97	7	0.23335
98	8	0.97627
99	13	0.43028
100	3	-2.2557
101	7	-0.078958
102	8	0.34868
103	14	0.51455
104	11	9.2102
105	7	-0.24987
106	7	-0.27961
107	8	0.65906
108	10	1.1608
109	13	1.3212
110	14	0.88145
111	11	9.2102
112	9	-0.1168
113	10	0.45044
114	10	0.9776
115	1	0.99754
116	1	1.3086
117	9	0.20097
118	9	0.26016
119	11	9.2102
120	11	9.2102
121	2	-2.4692
122	1	-4.0066
123	12	0.47164
124	11	9.2102
125	12	-0.7623
126	12	-0.16306
127	13	1.1455
128	8	-0.47758
129	8	-2.5534
130	11	9.2102
131	7	-0.471
132	11	9.2102
133	11	9.2102
134	6	0.46924
135	7	-2.3641
136	6	-3.1849
137	6	-2.4826
detection1	detection2	cost
2	3	-5.6071
4	6	-5.6071
4	7	-1.5143
6	7	-1.8214
5	9	-4.8231
5	10	-3.2674
9	10	-5.6071
5	11	4.0138
9	11	1.9643
10	11	0.071429
5	12	5.8845
9	12	3.8571
10	12	1.9643
11	12	-5.6071
4	13	-3.7143
6	13	-5.6071
7	13	-1.5143
4	14	-3.2674
6	14	-4.8231
7	14	-3.2674
13	14	-5.6071
1	15	9.9513
8	16	-5.6071
8	17	-3.2674
16	17	-3.7143
4	18	-1.8214
6	18	-3.7143
7	18	-0.67521
13	18	-5.6071
14	18	-4.8231
4	19	-1.5143
6	19	-3.2674
7	19	-2.1462
13	19	-4.8231
14	19	-5.6071
18	19	-5.6071
2	20	11.1425
3	20	9.4302
1	21	21.1441
15	21	6.1496
22	23	-1.5143
24	25	-3.7143
24	27	-4.8231
25	27	-4.8231
28	29	-4.8231
28	30	-3.7143
29	30	-4.8231
28	31	6.9156
29	31	8.1089
30	31	5.8845
28	32	3.5372
29	32	4.4715
30	32	2.1517
31	32	-3.7143
28	33	-0.67521
29	33	-3.2674
30	33	-3.2674
31	33	9.5357
32	33	5.75
1	34	43.7472
