102
detection	body_part	cost
1	11	9.2102
2	4	-3.3727
3	10	0.54379
4	5	-0.58829
5	10	-3.1019
6	11	9.2102
7	5	-4.2699
8	5	1.2406
9	3	-3.8319
10	3	-1.1506
11	9	0.96257
12	11	9.2102
13	11	9.2102
14	11	9.2102
15	9	-2.0871
16	11	9.2102
17	2	-4.4892
18	1	0.084261
19	11	9.2102
20	1	-5.7867
21	9	0.91256
22	11	9.2102
23	11	9.2102
24	9	1.1574
25	11	9.2102
26	11	9.2102
27	11	9.2102
28	11	9.2102
29	11	9.2102
30	6	0.73567
31	12	1.1149
32	11	9.2102
33	12	-1.7806
34	6	-2.3169
35	11	9.2102
36	7	-0.72258
37	12	-0.41478
38	11	9.2102
39	11	9.2102
40	11	9.2102
41	7	0.31587
42	13	0.89236
43	6	0.33421
44	7	1.2558
45	8	0.38587
46	13	-3.621
47	6	1.297
48	11	9.2102
49	8	-3.1344
50	8	-1.5904
51	11	9.2102
52	4	-0.8431
53	8	0.32001
54	11	9.2102
55	4	-4.4884
56	4	0.51205
57	5	0.21823
58	4	-0.632
59	10	-4.2874
60	5	-4.6771
61	3	-3.8408
62	5	-1.4676
63	3	-4.8497
64	11	9.2102
65	11	9.2102
66	9	-2.4774
67	9	0.84676
68	11	9.2102
69	11	9.2102
70	2	-4.5613
71	1	-6.3396
72	11	9.2102
73	11	9.2102
74	11	9.2102
75	11	9.2102
76	11	9.2102
77	11	9.2102
78	11	9.2102
79	12	-2.2324
80	6	-2.953
81	7	1.0549
82	6	-3.5508
83	11	9.2102
84	12	1.2125
85	12	-0.82702
86	11	9.2102
87	11	9.2102
88	7	-1.8055
89	11	9.2102
90	11	9.2102
91	7	0.80147
92	11	9.2102
93	13	-0.99506
94	11	9.2102
95	11	9.2102
96	8	0.45606
97	13	0.27071
98	11	9.2102
99	8	-1.5851
100	11	9.2102
101	11	9.2102
102	8	0.17908
detection1	detection2	cost
3	5	-3.2674
1	6	6.2802
4	7	-3.2674
4	8	0.96511
7	8	-3.2674
9	10	-5.6071
1	12	21.9459
6	12	11.1425
1	13	15.5276
6	13	4.6202
12	13	17.1798
1	14	15.9133
6	14	5.8845
12	14	19.0675
13	14	-5.6071
11	15	-1.8214
1	16	27.2998
6	16	23.08
12	16	38.086
13	16	13.4073
14	16	11.523
1	19	31.3382
6	19	27.2998
12	19	42.0408
13	19	17.3966
14	19	15.5276
16	19	-3.2674
18	20	-3.2674
11	21	2.6933
15	21	-2.1462
1	22	28.8606
6	22	23.0214
12	22	36.6892
13	22	12.262
14	22	10.4572
16	22	-3.2674
19	22	-1.5143
1	23	24.8452
6	23	15.293
12	23	26.0415
13	23	3.2076
14	23	1.9643
16	23	6.9156
19	23	9.9513
22	23	4.0138
11	24	4.0138
15	24	-1.5143
21	24	-4.8231
1	25	32.7427
6	25	27.2482
12	25	40.7586
13	25	16.443
14	25	14.6553
16	25	-1.5143
19	25	-3.2674
22	25	-3.2674
23	25	7.6429
1	26	25.5573
6	26	11.8034
12	26	9.9513
13	26	7.2837
14	26	8.783
16	26	25.5573
19	26	28.9098
22	26	23.0214
23	26	11.523
25	26	26.624
1	27	25.1758
6	27	11.523
12	27	11.4286
13	27	5.8845
14	27	7.2837
16	27	23.7178
19	27	27.0414
22	27	21.1441
23	27	9.6406
25	27	24.7342
26	27	-5.6071
1	28	30.8274
6	28	23.5452
12	28	35.6638
13	28	11.9882
14	28	10.3572
16	28	0.96511
19	28	1.9643
22	28	-3.2674
23	28	2.1517
25	28	-1.5143
26	28	20.8929
27	28	19
1	29	35.414
6	29	29.833
12	29	43.0077
13	29	18.8644
14	29	17.1071
16	29	0.96511
19	29	-1.8214
22	29	-0.67521
23	29	9.6406
25	29	-4.8231
26	29	28.4643
27	29	26.5714
28	29	0.071429
1	32	28.663
6	32	16.443
12	32	21.3932
13	32	5.75
14	32	5.8845
16	32	16.2174
19	32	18.8644
22	32	12.8867
23	32	1.9643
25	32	15.9133
26	32	4.4715
27	32	2.6933
28	32	9.9513
29	32	17.3966
31	33	-3.2674
30	34	-3.2674
1	35	38.7105
6	35	31.5222
12	35	42.7945
13	35	19.7992
14	35	18.2456
16	35	5.8845
19	35	4.0138
22	35	2.6933
23	35	9.4302
25	35	0.071429
26	35	27.0414
27	35	25.1758
28	35	0.53071
29	35	-1.5143
32	35	15.293
31	37	0.53071
33	37	-3.2674
1	38	39.2501
6	38	31.3382
12	38	41.7143
13	38	19.4026
14	38	17.9658
16	38	7.6429
19	38	6.2802
22	38	4.0138
23	38	8.783
25	38	2.1517
26	38	25.5573
27	38	23.7178
28	38	0.96511
29	38	0.96511
32	38	13.6628
35	38	-4.8231
1	39	41.3489
6	39	34.1859
12	39	45.2289
13	39	22.4287
14	39	20.8929
16	39	8.1089
19	39	5.75
22	39	5.1977
23	39	11.9882
25	39	2.1517
26	39	29.2526
27	39	27.4026
28	39	3.2076
29	39	0.071429
32	39	17.3966
35	39	-4.8231
38	39	-3.7143
1	40	34.3146
6	40	20.8929
12	40	19.4026
13	40	12.8867
14	40	13.6628
16	40	25.6115
19	40	28.0636
22	40	22.1279
23	40	11.4286
25	40	24.8452
26	40	2.6933
27	40	2.1517
28	40	18.8644
29	40	26.0415
32	40	1.9643
35	40	23.0214
38	40	20.9559
39	40	24.7342
36	41	-4.8231
30	43	4.0138
34	43	0.071429
36	44	-1.5143
41	44	-3.7143
42	46	-3.2674
30	47	6.2802
34	47	2.1517
