152
detection	body_part	cost
1	8	-4.1844
2	8	-2.8472
3	10	-2.2514
4	10	-1.082
5	2	-4.0881
6	7	-4.2001
7	7	-5.2401
8	7	-3.5563
9	10	-0.58789
10	10	-1.516
11	6	-4.6974
12	1	-3.258
13	1	-5.1071
14	6	-4.1361
15	13	-0.78683
16	1	-3.386
17	11	-0.72223
18	3	-1.2165
19	12	-0.99897
20	11	-0.29115
21	13	-4.1369
22	3	-1.5968
23	3	-2.3072
24	9	-0.99428
25	12	-2.8002
26	9	-1.0631
27	12	-2.1494
28	8	-0.13376
29	8	-1.7331
30	14	-1.5549
31	14	-1.873
32	7	-2.8442
33	7	-0.7083
34	8	-0.93421
35	2	-3.5723
36	6	-4.4795
37	7	-1.8635
38	7	-2.4355
39	11	0.28533
40	14	-0.24949
41	11	0.38738
42	14	-0.17555
43	14	-0.26635
44	1	-5.0865
45	6	-0.31874
46	13	-1.0182
47	13	-0.73162
48	7	-1.4687
49	1	-3.8033
50	3	-1.3009
51	4	-0.75663
52	12	-1.5718
53	10	-0.49426
54	13	-0.27023
55	7	-1.1604
56	13	-4.4578
57	14	-0.53746
58	14	-3.4716
59	3	-3.8159
60	4	-1.3249
61	4	-2.2154
62	9	-2.1855
63	9	-1.3131
64	6	-1.2573
65	13	-0.53013
66	4	-1.2293
67	4	-0.91481
68	9	-1.7404
69	9	-1.5411
70	6	-1.8301
71	6	-0.54246
72	1	-1.9339
73	2	-2.7805
74	2	-2.086
75	1	-1.3606
76	1	-2.4157
77	13	-0.31655
78	2	-2.3952
79	2	-1.768
80	3	-2.4299
81	3	-0.78392
82	3	-2.6673
83	3	-3.427
84	3	-2.5489
85	8	-0.77394
86	8	-1.0968
87	8	-0.5909
88	12	-0.99713
89	9	-1.375
90	8	-0.53261
91	14	0.10211
92	11	0.37421
93	2	-2.6408
94	6	-0.32337
95	9	-1.6498
96	4	-3.0395
97	4	-2.3002
98	2	-1.7514
99	2	-3.7414
100	2	-3.5129
101	2	-3.2695
102	1	-2.8235
103	5	-1.3569
