143
detection	body_part	cost
1	4	0.50408
2	4	-4.7764
3	4	-0.76148
4	4	-2.2002
5	5	-0.10347
6	5	-3.4284
7	11	9.2102
8	2	-4.1111
9	11	9.2102
10	5	-1.404
11	3	-0.34016
12	3	-1.4581
13	9	0.18497
14	10	-0.025908
15	10	1.0246
16	3	-0.66074
17	3	-0.52533
18	3	0.49074
19	11	9.2102
20	8	0.38616
21	1	-1.8656
22	1	-4.1631
23	3	0.69832
24	9	-2.7569
25	10	-0.82226
26	10	-2.017
27	11	0.95452
28	11	9.2102
29	8	0.32294
30	1	-0.31301
31	1	-1.8499
32	1	1.0014
33	6	-0.30075
34	6	-1.02
35	9	0.6619
36	13	0.57619
37	6	-2.4453
38	6	-1.481
39	6	-0.037823
40	8	-0.5436
41	8	-0.49091
42	8	0.13529
43	7	0.014431
44	7	-1.7281
45	7	0.46762
46	7	0.16009
47	6	-2.2043
48	6	-0.76255
49	8	-1.7779
50	12	-2.8117
51	12	-1.2638
52	13	0.68947
53	13	-2.0953
54	14	0.38793
55	11	9.2102
56	11	9.2102
57	7	-2.6407
58	7	-0.30173
59	7	-0.066094
60	8	-0.78145
61	8	-3.0089
62	8	-2.3012
63	12	-1.954
64	13	1.0451
65	13	-0.38787
66	13	0.31821
67	7	-2.0454
68	7	-1.8565
69	7	-0.052905
70	8	0.34706
71	13	-0.9085
72	14	-0.27426
73	6	-2.867
74	6	-1.9886
75	7	-0.6685
76	6	-0.35444
77	6	-3.1495
78	12	0.19564
79	12	0.12466
80	13	-0.75846
81	13	-1.3456
82	13	0.077847
83	14	0.97531
84	12	-1.3935
85	13	-2.172
86	11	9.2102
87	2	-3.9725
88	12	-2.5205
89	11	9.2102
90	12	-2.4296
91	12	-2.0259
92	11	9.2102
93	1	-2.3876
94	12	0.24812
95	12	-1.1978
96	11	9.2102
97	11	9.2102
98	11	9.2102
99	2	0.15938
100	1	-3.9898
101	1	-2.0361
102	11	9.2102
103	11	9.2102
104	11	9.2102
105	11	0.95935
106	1	0.92981
107	9	0.31469
108	11	1.2216
109	5	0.88989
110	9	0.26552
111	9	-1.1445
112	10	1.0383
113	11	9.2102
114	3	1.1751
115	11	9.2102
116	9	-2.3992
117	3	-2.9311
118	11	9.2102
119	9	-1.79
120	9	0.48751
121	10	0.80221
122	10	0.22827
123	3	-4.0705
124	11	9.2102
125	9	-0.68093
126	10	-0.45875
127	10	0.9332
128	4	-0.074338
129	11	9.2102
130	9	0.64709
131	10	0.72394
132	10	0.18326
133	11	1.1048
134	11	9.2102
135	11	9.2102
136	3	0.34983
137	11	9.2102
138	11	1.3016
139	11	1.3301
140	4	-3.9104
141	5	-1.1029
142	5	-1.3571
143	5	-0.062565
detection1	detection2	cost
1	2	-3.2674
1	3	0.30445
2	3	-3.7143
1	4	-0.67521
2	4	-4.8231
3	4	-4.8231
5	6	-3.7143
7	9	9.6406
5	10	-1.5143
6	10	-4.8231
11	12	-3.7143
14	15	-1.8214
11	16	-1.5143
12	16	-4.8231
11	17	0.30445
12	17	-3.2674
16	17	-5.6071
11	18	2.1517
